Club Name,Recordings,Club Identifier,Country,Additional Info
Ampthill,70,ampthill-and-district-community-rugby-union-footba,England,Ampthill
Doradus,70,doradus-fc-sdor-07-elite,England,
Heswall Juniors,70,heswall-juniors-football-club,England,Heswall
Annan Athletic football Club,70,annan-athletic-football-club,Scotland,Annan
Leek Rugby Club,69,leek-rugby-union-football-club-e7aa55b4,England,
Bedford Hockey Club,69,bedford-hockey-club-f7e898df,England,Hockey Club
Halliford Colts Fc,69,halliford-colts-fc-29631d8a,England,
Cockermouth Wasps,69,cockermouth-rugby-union-football-club,England,Cockermouth
Nailsea women,69,garry-ford,England,Nailsea
Beverley RUFC,69,mjh-chartered-accountants,England,RUFC (Rugby Union Football Club)
Braishfield Bees,69,braishfield-bees-youth-fc,Northern Ireland,Braishfield
Bugbrooke Rugby Club,69,bugbrooke-rugby-union,England,Bugbrooke
Jed-Forest RFC,69,jed-forest-rugby-football-club,Scotland,Jedburgh
Bury St Edmunds,69,bury-saint-edmunds-rufc,England,Bury St Edmunds
Dartfordians RFC,69,dartfordians-rfc,England,Dartford
Beaumont Park 23,69,beaumont-park-23,England,
Kilbirnie Ladeside Titans,69,kilbirnie-ladeside-titans-2010s,Scotland,Kilbirnie
Burton Albion PDP,69,burton-albion-pdp,England,Burton upon Trent
Dartfordians RFC,69,dartfordians-rfc,England,Dartford
DK RFC,69,dudley-kingswinford-rfc,England,Dudley
Alvis Juniors Colts,68,ajuk,England,
Belles,68,doncaster-belles-25159f09,England,Doncaster
Cromer Kingfishers,68,cromer-kingfishers,England,Cromer
Marlow RUFC,68,marlow-rugby-union-football-club,England,Marlow
Gable Hall School,68,gable-hall-school-70cc06bc,England,Thurrock
Byfleet Village FC,68,byfleet-village-football-club-e0d3453b,England,Byfleet
Bexhill College,68,bexhill-6th-form-college,England,College
Kilsyth Rangers,68,kilsyth-rangers,Scotland,Kilsyth
Mickleover RBL,68,mickleover-royal-british-legion-football-club,England,Mickleover
Almondsbury Youth,68,almondsbury-youth-3a52d792,England,Almondsbury
Hebden Bridge Saints,68,hebden-bridge-saints-junior-association-football-c,England,Hebden Bridge
Abbey Villa Football Club,68,abbey-villa-football-club,England,
BLETCHINGTON-F.C,68,bletchington_fc,England,Bletchington
AFC Rushden & Diamonds Academy,68,afc-rushden-diamonds-2,England,Rushden
Mickleover FC juniors Rapids & Fire,68,mickleover-fc-juniors-rapids-fire,England,Mickleover
Cheshire Lines Football Club,68,cheshire-lines-football-club,England,Cheshire
Cobham Colts,68,cobham-colts,England,Cobham
Gunnersbury Athletic,68,gunnersbury-friday-football,England,Gunnersbury
Epsom FC,67,epsom-football-club-d0f914a0,England,
Darrick Wood School,67,darrick-wood-senior-school,England,Bromley
Ampthill RUFC,67,ampthill-district-community-rugby-union-football-c,England,Ampthill
Easterhouse FA,67,easterhouse-fa-199e4a0e,Scotland,Easterhouse
Glasgow City U17s NextGen,67,glasgow-city-u16s,Scotland,
AFC St Austell,67,afc-st-austell-14354d27,England,St Austell
Corstorphine Dynamo,67,corstorphine-dynamo,Scotland,Edinburgh
Bedfont FC,67,bedfont-fc-a57ea922,England,Football Club
Hereford RFC,67,hereford-rugby-football-club,England,Hereford
Bridgnorth RFC,67,bjs-analysis,England,Bridgnorth
Esher Sixth Form College,67,esher-sixth-form-college,England,
Carlisle United Football Club,67,carlisle-united-football-club-b11abf65,England,
Bridgnorth RFC,67,bjs-analysis,England,Bridgnorth
Brixham RFC,67,brixham-rugby-club,England,Brixham
Harpenden Town Women,67,harpenden-town-womens-1st-team,England,Harpenden
DNA Premier SC,67,dna-sports-club,England,
Bottisham,67,bottisham-fc,England,Bottisham
Ashmount Leigh FC,67,ashmount-leigh-football-club,England,
Cranfield United,67,cranfield-united,England,Cranfield
Chichester RFC,67,rfc-efae3456,England,Chichester
Millbrook AFC,67,millbrook-afc-2,England,Millbrook
Ashbourne Aztecs,67,ashbourne-aztecs-junior-football-club,England,
Cadbury Athletic,66,cadbury-athletic,England,(needs more info)
Bustleholme FC,66,bustleholme-football-club,England,Bustleholme
Fleetwood Town Sports College,66,fleetwood-town-community-trust,England,Fleetwood
Alton HC,66,alton-hockey-club,England,
Mallaby FC,66,mallaby-fc-6114b656,England,
Colne FC Ladies,66,colne-fc-49688164,England,Colne
Brampton Sankofa,66,brampton-sankofa,England,Brampton
Huntingdonshire FA,66,huntingdonshire-fa,England,Huntingdonshire
Cranleigh Hockey,66,james-ladd-gibbon,England,Cranleigh
Dryburgh Athletic,66,drybrugh-athletic-community-club,Scotland,Dryburgh
Peterborough,66,city-of-peterborough-hc,England,League unknown
Blackfield & Langley Fc,66,blackfield-langley-football-club,England,Blackfield
Bashley FC,66,bashley-football-club-e9130d82,England,
FC Man United,66,fc-man-united-fe66087c,England,Manchester United (Youth Team or Fan Club)
Market Rasen Seniors,66,market-rasen-louth-rufc,England,Market Rasen
FC Man United,66,fc-man-united-fe66087c,England,Manchester United (Youth Team or Fan Club)
FC Man United,66,fc-man-united-fe66087c,England,Manchester United (Youth Team or Fan Club)
DU,66,dumbarton-united-e234df44,England,
Barnstoneworth United F.C.,66,barnstoneworth-united-fc,England,
Houghton Rugby Club,66,houghton-rugby-club,England,Houghton-le-Spring (likely)
Kidlington Ladies,66,garlington-fc,England,Kidlington
AC Finchley West under 18,66,ac-finchley,England,Finchley
Leatherhead FC,66,leatherhead-football-club-921c7362,England,
Edinburgh,66,edinburgh,Scotland,Edinburgh
Ardley United FC,65,ardley-united-fc-f4d54342,England,Ardley
Berkeley Town AFC,65,berkeley-town-afc,England,AFC
Euxton Girls,65,euxton-girls-football-club,England,
Dropship FC,65,dropship-fc,England,
Cumbria,65,cumbria-football-academy-c895cd61,England,
HULL VEO,65,vail-soccer-club-0661f374,England,Hull
Marlow Rugby Club,65,marlow-rugby-union-football-club-ltd,England,Marlow
Marske United,65,marske-united-76ae458d,England,Marske-by-the-Sea
Glentoran FC Youth Academy,65,glentoran-football-club-youth-academy,Northern Ireland,
Bec Rugby,65,bec-rugby,England,Rugby
Bolton School,65,bolton-school,England,Bolton
Bromley FC Youth,65,bromley-fc-youth-be322928,England,Bromley
Diss Rugby Club,65,diss-rugby-football-club,England,Diss
Barnstaple Rugby,65,barnstaple-rugby,England,
Keighley Albion,65,keighley-albion-rugby-league-football-club,England,
Morpeth Town,65,morpeth-town-afc,England,Morpeth
Holcombe Hockey Club,64,holcombe-talent-academy,England,Holcombe
Harrow Stars Youth,64,harrow-stars-youth,England,Harrow
Ashtonhill,64,ashtonhill-club,Scotland,Glasgow
DEARNE AND DISTRICT FC,64,dearne-and-district-football-club,England,Dearne Valley
Broughty United Youth,64,broughty-united-community-club-scio,Scotland,Broughty Ferry
DSA United,64,pitch-llc,England,
Atherstone Town Football Club,64,atherstone-town-football-club,England,Atherstone
LANCASTER AND MORECAMBE COLLEGE,64,lancaster-and-morecambe-college,England,
Lancs Girls,64,lancashire-schools-fa-girls,England,
Dinnington Village F.C.,64,dinnington-travellers-fc,England,Dinnington
Hucknall Town FC,64,hucknall-town-football-club,England,Hucknall
Clarendon Football Development,64,clarendon-football-development,England,League unknown
Burnham Football Club,64,burnham-football-club-814dbb22,England,Burnham
Moneyglass GAC,64,moneyglass-gac,Northern Ireland,Moneyglass
Bee-Inspired Football Club,64,bee-inspired-football-club,England,Football Club
Bradbury Bears FC,64,bradbury-ambarvale-football-club,England,Bradbury
Dundee West Royals 2013's,64,dundee-west-royals-2013s,Scotland,Dundee
Kiveton Miners Welfare FC,64,sheffield-town-football-club,England,Kiveton
Letcombe Football Club,64,letcombe-football-club-9021d447,England,Letcombe Regis
Coleraine Grammar School Hockey,64,coleraine-grammar-school-hockey,Northern Ireland,Coleraine
Amersham & Chiltern RFC,64,amersham-chiltern-rfc,England,Amersham
Lurgan,64,lurgan-rugby-football-club,Northern Ireland,
Glasgow GWFC,63,glasgow-women-and-girls-fc,Scotland,
Bedford travel soccer,63,bedford-travel-soccer,England,Travel Soccer
Essington RUFC,63,essington-rufc,England,
ALTOWN UTD U12's,63,greenloons-whites-football-club,England,Alton
Irelanders,63,dundalk-young-irelands,England,
Jimmy Johnstone Academy of Football,63,jimmy-johnstone-academy-of-football,Scotland,Unknown
Knole Park Hockey Club,63,knole-park-hockey-club,England,Sevenoaks
Dromore GFC,63,dromore-st-dympnas-gaelic-football-club,Northern Ireland,Dromore
Huddersfield RUFC,63,stuart-leach,England,Huddersfield
Beaconsfield Rugby Union Football Club Limited,63,beaconsfield-rugby-football-club-2,England,
Cray Wanderers,63,metrogas-fc-blue,England,Crayford
Chatterley Vics FC,63,chatterley-victoria-football-club,England,Chatterley
Varndeanians,63,afc-varndeanians-aa64ab15,England,Brighton
Hastings United FC,63,hastings-united-football-club-2,England,Hastings
Huddersfield RUFC,63,stuart-leach,England,Huddersfield
Cuxton 91,63,cuxton-91-fc-e6e9d5f6,England,Cuxton
BSCFC,63,bishops-stortford,England,
Fintona Swifts,63,fintona-swifts-fc,Northern Ireland,Fintona
Ashby Hockey Club,63,ashby-hockey-club-2,England,
Alcester Rugby Club,63,alcester-rfc,England,Alcester
Cheshunt Rubgy,63,cheshunt-rugby,England,Cheshunt
AFC Utd Vets,62,afc-united-medway,England,
afc willenhall cubs,62,afc-willenhall-cubs-de73cfbf,England,Wolverhampton
Hornchurch FC,62,charles-leach,England,Hornchurch
Astley & Buckshaw JFC,62,astley-and-buckshaw-jfc,England,Astley
Hythe Town Youth,62,hythe-town-youth-3cb28b53,England,Hythe
Kemsing United,62,kemsing-united-football-club,England,
Edinburgh Napier University,62,edinburgh-napier-university-football,Scotland,Edinburgh
Adwick Park Rangers,62,adwick-park-rangers-7084e602,England,Adwick Park
Dream Cam 17,62,blue-orange-february-2025,England,
Bath Rugby,62,bath-rugby,England,
Clydebank,62,clydebank-fc-2009s,Scotland,Clydebank
Fleet Town Dragons,62,fleet-town-dragons,England,Fleet
Keyworth Rugby club.,62,keyworth-rugby-club,England,
Melksham RFC,62,melksham-rugby-football-club,England,Melksham
Chelmsford EJA U18 24/25,62,chelmsford-city-u17-2324,England,Chelmsford
Hertford Town women,62,hertford-town-women,England,Hertford
Ashtead,62,ashtead-football-club-2,England,
Bootham Futsal Club - York,62,bootham-girls-ladies-futsal-club-york,England,York
Methody Girls Hockey,62,mcb,Northern Ireland,Belfast
Bath Rugby,62,bath-rugby,England,
Chelsea FC Foundation - Inclusion & Disability,62,chelsea-fc-foundation-inclusion-disability,England,London
Borehamwood Youth FC,62,borehamwood-26ac043a,England,Borehamwood
Bedford Blues Athletic Colts,62,bedford-blues-athletic-colts,England,Athletic Colts
Hetton Juniors,62,hetton-juniors-football-club,England,Hetton
Muirkirk JFC,61,muirkirk-juniors-football-club,Scotland,Muirkirk
Durham School,61,durham-school,England,Durham
Holmesdale,61,holmesdale,England,
Hendon Fc,61,hendon-fc-e26d1d62,England,
Barking FC,61,top-tekkers-barking-fc,England,
Methlick FC,61,methlick-football-club,Scotland,Methlick
Halesowen Town Colts South U8s,61,halesowen-town-colts-south,England,Halesowen
Barking FC,61,top-tekkers-barking-fc,England,
Moseley Oak Rugby Club,61,moseley-oak-rugby-club,England,Moseley
Bearsted u 14s,61,dartford-f-c,England,U14s
Albion,61,albion-05602f95,England,
Aldershot & Farnborough District Schools FA,61,aldershot-farnborough-district-schools-fa-b37b167a,England,Aldershot
AFC Stoneham U9,61,afc-stoneham-u9,England,Stoneham
Belsize Park,61,belsize-park-rugby-football-club,England,
Alleyn’s School,61,alleyns-school,England,London
George Heriot's,61,george-heriots-school,Scotland,
Drury United,61,drury-united,England,
Binfield,61,binfield-football-club-a4eec723,England,
Cleator Moor Celtic,60,cleator-moor-celtic-b2bda8ce,England,Cleator Moor
Clydebank 2011,60,clydebank-2011,Scotland,Clydebank
Airdrie Community Club,60,airdrieonians-community-club,Scotland,Airdrie
Aston University BR,60,aston-university-br,England,Birmingham
Kingfisher FC,60,kingfisher-ladies-fc,England,
Cheadle SMU,60,cheadle-south-moorlands-united-490dbba6,England,Cheadle
Lichfield City Football Academy,60,lichfield-city-football-academy,England,Lichfield
Abbey RFC,60,abbey-rfc,England,
BGS Rugby,60,bradford-grammar-school-rugby-club,England,Bradford
Basingstoke Rugby Club,60,basingstoke-rfc-ltd,England,
Molesey Juniors Football Club,60,molesey-juniors-football-club-8499f396,England,Molesey
Battyeford,60,battyeford-sporting-club,England,
Leamington SC United,60,leamington-sun-county-united-soccer-club,England,
Birmingham Moseley,60,birmingham-moseley,England,Birmingham
Doncaster Eagles Basketball,60,doncaster-eagles-basketball,England,Doncaster
DGSB,60,dover-grammar-school-for-boys,England,Dover
Fleetwood RUFC,60,fleetwood-rugby-union-football-club,England,Fleetwood
Etone Football Education Academy (Nun Boro & WBA),60,etone-football-education-academy,England,
Aveley FC u16s,60,aveley-fc-u16s,England,U16s team
Accrington Stanley Community Trust,60,accrington-stanley-community-trust-210804a1,England,Accrington
Beccs,60,old-beccehamians-rfc,England,
Blandford United,60,blandford-united-e3ae72d0,England,Blandford
Afc Goring - VC2 Beta,60,afc-goring-vc2-beta,England,Goring
Andersonstown community fc,60,andersonstown-community-fc,Northern Ireland,Belfast
AFDA Leicester,60,advanced-football-development-academy,England,Leicester
Cupar Hearts AFC,60,cupar-hearts-afc,Scotland,Cupar
AFC Whitchurch,60,afc-whitchurch-football-club,England,Whitchurch
Feniscowles & Pleasington FC,60,feniscowles-and-pleasington-fc,England,
Altrincham hale fc,60,altrincham-hale-fc-7d5e916c,England,Altrincham
Chasetown fc,60,witts,England,Chasetown
Ipswich Town Football Club,60,ipswich-town-football-club-634ca746,England,Ipswich
Fareham Town,59,fareham-town-football-club,England,Fareham
Hibs,59,hibernian-girls-and-women-football-club,Scotland,Hibs (likely Hibernian FC)
Holt Fc,59,holt-football-club,England,Holt
Airdrie FC,59,airdrie-football-club,Scotland,Airdrie
Garvagh Phoenix,59,garvagh-phoenix-volleyball-club,Northern Ireland,Garvagh
Earls Barton United,59,earls-barton-united-football-club,England,Earls Barton
Eccleshall Eagles FC,59,eccleshall-eagles-junior-football-club,England,Eccleshall
Everton,59,everton-afc,England,
AFC Lytham,59,afc-lytham,England,Lytham St Annes
HARRIS ACADEMY BECKENHAM,59,harris-academy-beckenham-830ffd0d,England,Beckenham
Crosby Stuart & Formby Community Football Clubs,59,crosby-stuart-football-club,England,
Aldershot Town Foundation Phase,59,aldershot-town-foundation-phase,England,Aldershot
Bathgate Thistle,59,bathgate-thistle-cfc-df8b1585,Scotland,
Everton,59,everton-afc,England,
Crosfields School,59,crosfields-school,England,
Lasswade Rugby,59,lasswade-rugby-football-clubhigh-school,Scotland,
AFC Bridgnorth Spartans,59,afc-bridgnorth-spartans,England,Bridgnorth
Hemel Youth,59,hemel-hempstead-youth-fc,England,Hemel Hempstead
Blackheath,59,blackheath-rugby,England,Blackheath
Clifford Juniors,59,clifford-juniors,England,League unknown
Dougie Macaulay,59,family-6b7ef6d1,England,
Met Police RFC,59,metropolitan-police-rugby-football-club,England,London
Bedford Rugby and Sports Clubs,59,bedford-rugby-clubs,England,Rugby and Sports Clubs
Barton Under Needwood RUFC LTD,59,barton-under-needwood-rufc,England,
Barnsley & District Sunday League,59,west-bretton-fc,England,
Enfield Town Green,59,enfield-town-youth-green,England,Enfield
Eastleigh Rugby Football Club,59,eastleigh-rugby-football-club,England,Eastleigh
Hodgson Academy,58,hodgson-pe-department,England,
Barrowford,58,barrowrford-celtic-wolves,England,
Menston Junior,58,menston-junior-fc,England,Menston
Hi-tech Painting & Decorating Ltd,58,doda-ljucovic,England,
Drury,58,drury-university-mens-lacrosse,England,
Marriotts School,58,marriotts-school,England,
Dings Crusaders,58,dings-crusaders-rfc,England,
Montrose Rugby,58,montrose-rugby,Scotland,Montrose
Bream Amateurs Football Club,58,bream-amateurs-football-club,England,Bream
medway united football club,58,medway-united-football-club,England,Medway
Brackley Town Football Club PDC,58,brackley-town-football-club,England,Brackley
Dunmore,58,dunmore-town,England,
Hadleigh Reds,58,hadleigh-reds-u9s,England,Hadleigh
Belnaleck GAC,58,beknaleck-gac,Northern Ireland,Gaelic Athletic Club
Aylsham FC,58,aylsham-women,England,Aylsham
Hartlepool Utd Youth Team,58,hartlepool-united-youth-team,England,Hartlepool
Ayrshire College,58,ayrshire-college,Scotland,Ayrshire
Brentwood EELS RLFC,58,brentwood-eels-rugby-league-football-club,England,Brentwood
Dunipace Football Club,58,dunipace-football-club-0a476058,Scotland,Dunipace
Bromsgrove RFC,58,bromsgrove-rugby-football-club-ec96035a,England,Bromsgrove
H&W Welders,58,hw-welders,Northern Ireland,Belfast
Clapham,57,clapham-lacrosse-club,England,League unknown
Daventry Rugby Football Club Ltd,57,daventry-rugby-football-club-ltd,England,Daventry
FC Petrocub London,57,fc-petrocub-london,England,London
Bede Sixth Form College,57,bede-sixth-form-college,England,Sixth Form College
Minster FC,57,minster-football-club,England,Minster
BIDEFORD RFC,57,bideford-rugby-club,England,RFC
GHK Ladies Hockey,57,glasgow-high-kelvinside-ladies-hockey-club,Scotland,
Montrose,57,montrose,Scotland,Town
Huddersfield Amatuers,57,huddersfield-amatuer-football-club,England,Huddersfield
Montrose,57,montrose,Scotland,Town
AFC MANSFIELD,57,afc-mansfield,England,Mansfield
Erne Gaels,57,erne-gaels,Northern Ireland,
City of Glasgow College,57,city-of-glasgow-college,Scotland,Glasgow
Guildford Gazelles,57,guildford-rugby-club-005113c2,England,Guildford
Dorado,57,personal-use-f7f3349b,England,
Corsham Town,57,corsham-town-football-club,England,Corsham
BRTFC,57,bognor-regis-town-football-club,England,
Brentwood Town FC,57,chigwell-football-club,England,Brentwood
Kingsdown Lions,57,fc-abbeymeads,England,
Knightseood FC,56,knightseood-fc,Scotland,Glasgow
Isleworthians,56,isleworthians-youth-football-club,England,Isleworth
Glengad,56,glengad-united,Northern Ireland,
Bognor,56,bognor-rugby-football-club,England,Bognor Regis
Cambridge University Hockey Club,56,cambridge-university-hockey-club,England,Cambridge
Felsted Sport,56,felsted-school-sport,England,
Mickleover Athletic Football Club,56,mickleover-athletic-football-club,England,Mickleover
Beverley Town,56,beverley-town,England,
Leighton Park Rangers,56,leighton-park-rangers-kempston-rovers-colts,England,Leighton Buzzard
Colchester Soccer Club,56,colchester-youth-soccer-club,England,Colchester
Holland and Blair Spartans,56,bredhurst-juniors-cb93acbd,Scotland,
Collingham Juniors,56,collingham-juniors-football-club,England,Collingham
Beverley Town,56,beverley-town,England,
Edinburgh utd,56,edinburgh-united-fc,Scotland,Edinburgh
Haddington RFC,56,haddington-rugby-football-club-cd69efa1,Scotland,Haddington
Maltby Rugby Union Football Club,56,maltby-rugby-union-football-club,England,Maltby
DVVA,56,door-vriendschap-verenigd-amsterdam,England,
Blackstones Football Club,56,blackstones-junior-football-club,England,
Aylestone Park FC,56,aylestone-park-football-club-b5f5714c,England,Aylestone Park
Cresswell,55,cresswell,England,Cresswell
Dartmouth RFC,55,dartmouth-rugby-football-club,England,Dartmouth
Harehills WMC,55,harehills-wmc,England,Leeds
Blantyre Victoria,55,blantyre-victoria,Scotland,Blantyre
Dingwall,55,dingwall-football-club,Scotland,
Attleborough blues,55,attleborough-blues,England,Attleborough
Beach Hut Football Club,55,beach-hut-football-club,England,
Carlisle Rugby Club,55,carlisle-rugby-club,England,
DTA Fortius,55,dta-fortius-04fdeadd,England,
Glasgow Gaels,55,glasgow-gaels-gfc,Scotland,
Alloa Athletic FC,55,alloa-athletic-fc,Scotland,Alloa
Coundon Court Devs,55,coundon-court-devs,England,
Hawick Youth Rugby,55,hawick-youth-rugby,Scotland,Hawick
Lochee Utd,55,lochee-harp-fc,Scotland,Dundee
Leyton Orient FC Women,55,leyton-orient-10,England,Leyton
Leyton Orient,55,leyton-orient-b6a1f8be,England,Leyton
Aberdeenshire Rugby Football Club,54,aberdeenshire-rugby-football-club,Scotland,Aberdeenshire
Ipswich Wanderers,54,repair-centre,England,Ipswich
Ipswich YM,54,ipswichymrugby,England,Ipswich
MILTON KEYNES IRISH,54,newport-pagnell-town-youth-football-club,England,Milton Keynes
Mill Lane United U14s,54,mill-lane-united-u14s-afe07bce,England,Mill Lane
Clydesdale Hockey Club,54,clydesdale-hockey-club-29e32652,Scotland,
Hatfield Athletic FC,54,hatfield-athletic-fc,England,Hatfield
Bracknell Town FC,54,bracknell-town-football-club,England,Bracknell
Leeds,54,leeds-united-10,England,
DON BOSCO,54,cd-don-bosco-4935561d,England,
Manchester United Womens Academy,54,manchester-united-womens-academy,England,Manchester
Didcot Town FC,54,didcot-town-fc-spartans,England,Didcot
Beccles RFC,54,beccles-rugby-club,England,Rugby Football Club
Basildon Utd U10's,54,basildon-united-under-9s,England,
Bonar Bridge,54,bonar-bridge-football-club,Scotland,Bonar Bridge
DDO U17,54,dollard-dragons,England,
DSOV,54,door-sport-ontspanning-vijfhuizen,England,
Ilkeston Rugby Club,54,ilkeston-rugby-union-football-club,England,Ilkeston
Mowden Park,54,darlington-mowden-park-rugby-football-club,England,
Kings Hill U14 KYL,53,kings-hill-u13-kyl,England,Kings Hill
Cleve RFC,53,cleve-rfc,England,League unknown
Edinburgh South,53,newtongrange-star-fc,Scotland,Edinburgh
Lawley Lightmoor,53,lawley-lightmoor,England,
Elland Juniors,53,elland-juniors,England,Elland
Clydebank 13s,53,clydebank-13s,Scotland,Clydebank
Marlborough,53,marlborough,England,
Marlborough,53,marlborough,England,
Embley,53,embley-park-school,England,Romsey
Castlewellan GAC,53,castlewellan-gac-47483688,Northern Ireland,
Istead United Colts,53,istead-united-colts-168ae391,England,Istead
Dragons FC,53,dragons-fc-1e51df5e,England,
Allexton New parks magpies,53,kirby-muxloe-88s,England,Leicester
Broxham Football,53,broxham-football,England,Broxham
Belcoo,53,belcoo-orahillys,Northern Ireland,
Basingstoke Junior Bison,53,basingstoke-ice-hockey-development-club,England,
Ladybridge FC,52,ladybridge-fc,England,Ladybridge
Cinderford Rugby Club,52,clive-stuart-smith,England,Cinderford
Bilston Town YDP,52,bilston-town,England,YDP (Youth Development Programme)
GUWHC,52,glasgow-university-womans-hockey-club,Scotland,
Ampleforth College Sport,52,ampleforth-college,England,Ampleforth
Ards FC Academy,52,ards-fc-academy,Northern Ireland,Ards
Bannockburn AFC,52,bannockburn-afc,Scotland,
KNUTSFORD ACADEMY,52,knutsford-academy,England,Knutsford
Copthorne FC,52,copthorne-youth-fc,England,Copthorne
Dunbar RFC,52,dunbar-rugby-football-club,Scotland,Dunbar
Whyteleafe,52,afc-whyteleafe-d4541905,England,Whyteleafe
Moorthorpe,52,moorthorpe-south-elmsall,England,Moorthorpe
Ruddington colts,52,danny-morgan,England,Ruddington
Medway Dragons,52,medway-dragons-rlfc,England,Medway
Melton Mowbray RFC,52,melton-mowbray-rfc-6b7d5d0b,England,Melton Mowbray
Cookham Dean U15 Rebels,52,cookham-dean-u14-rebels,England,Cookham Dean
Gainsborough Trinity Community Football Club,52,gainsborough-trinity-community-football-club,England,Gainsborough
Abingdon Town Ladies,52,abingdon-town-ladies,England,Abingdon
Aveley Youth Copa’s,52,aveley-youth,England,Youth team
Bath Boys Soccer,52,bath-boys-soccer,England,
Dodge Veo,52,desoto-central-high-school,England,
Ashton Keynes YFC,52,aston-keynes-youth-football-club,England,Youth team
Irvine Meadow 2009,52,irvine-meadow-2009,Scotland,Irvine
Lincoln Minster Senior School,52,lincoln-minster-school,England,Lincoln
Iron Acton fc,51,iron-acton-fc,England,Iron Acton
Kibworth Town,51,james-harbidge,England,Kibworth
Leyton Orient Trust,51,leyton-orient-trust,England,Leyton
Morpeth,51,morpeth-rugby-football-club,England,Town
Birds Eye Sports,51,birds-eye-sports,England,
Kirkcaldy Rugby Club,51,kirkcaldy-rugby-football-club,Scotland,Kirkcaldy
Boldon CA,51,boldon-community-association-football-club,England,Boldon
Ipswich Grammar School | Basketball,51,ipswich-grammar-school-feb4b7b9,England,Ipswich
Dudley Town FC First,51,dudley-town-fc-first,England,Dudley
Carolside Sports Club,51,carolside-sports-club,Scotland,
Gloucester EPC,51,gloucester-elite-performance-centre-2,England,
Hinckley town,51,hinckley-town,England,Hinckley
Audenshaw School,51,audenshaw-school-academy-trust,England,Audenshaw
Altrincham Grammar School For Boys,51,altrincham-grammar-school-for-boys,England,Altrincham
Latymer Upper,51,latymer-upper-school-33dcd64c,England,
Moray Rugby Club,51,moray-rugby-football-club,Scotland,Moray
Matlock Rugby club,51,matlock-old-baileans-rugby-football-club,England,Matlock
Balcombe II,51,balcombe-ii,England,Balcombe
Hanwood Football Club (HFC),51,hanwood-football-club,England,Hanwood
Larne RFC,51,larne-rugby-football-club-4c9cbb05,Northern Ireland,Rugby Football Club
Airdrie 2010 Reds,51,airdrieonians-community-club-2010,Scotland,Airdrie
Dunbleholden FC,51,chapelton-maroons,England,
Camden Falcons Football Club,51,camden-falcons-football-club,England,Camden
Bromleians FC,51,bronley-fc-yoith,England,
Chipping Norton,51,chipping-norton,England,Chipping Norton
Bowers,50,bowers,England,Basildon
Hampton In Arden Hockey Club,50,hampton-in-arden-hockey-club,England,Hampton in Arden
Bowers,50,bowers,England,Basildon
McDermid Ladies & RRWGFC,50,mcdermid-ladies,Scotland,
Harrodian PE,50,alastair-lydon,England,
Islington,50,islington,England,Islington
Dominican,50,dominican-university-new-york,England,
Basingstoke,50,basingstoke-town-women,England,
Glasgow free,50,glasgow-free,Scotland,
Chigwell School,50,chigwell-school,England,Chigwell
Havant,50,havant-rfc-6d9fa73f,England,
Armthorpe Welfare FC,50,armthorpe-welfare-fc,England,Armthorpe
Crusaders Rugby Club,50,crusaders-rugby-club-a52cf461,Northern Ireland,Belfast
FC Chippenham Youth,50,fc-chippenham-youth,England,Chippenham
Kettering Town,50,kettering-town-109117db,England,
Bowers,50,bowers,England,Basildon
Wycombe Wanderers Henley College U19,50,henley-college-wycombe-wanderers,England,Henley-on-Thames
Irlam,50,mkhypertv,England,Irlam
