Club_Name,Recordings,Website,Email,Phone,Status
Atletico,58,https://www.atleticofc.com,,,Success
ACSC,242,https://www.acsc.co.uk,,,Success
ACS,234,https://www.acs.com,,,Success
Astra F.C,70,https://www.astrafc.com,,,Success
AFU,27,https://www.afu.com,,,Success
Athletic Katy FC,10,https://www.katy.co.uk,,,Success
Atlas,151,https://www.atlasfc.co.uk,,,Success
ATLAS,100,https://www.atlasfc.co.uk,,,Success
Atlas,21,https://www.atlasfc.co.uk,,,Success
AIA Prep,169,https://www.aiaprep.com,,,Success
Atletico,93,https://www.atleticofc.com,,,Success
Atletico,47,https://www.atleticofc.com,,,Success
Athletic FC Eskilstuna,65,https://www.eskilstunafc.com,,,Success
ATM,142,https://www.atm.com,,,Success
Atletico Dallas Fc,24,https://www.atleticodallasfc.com,,,Success
Atletico,146,https://www.atleticofc.com,,,Success
Atletico Orlando FC,89,https://www.atleticoorlandofc.com,,,Success
Atwater Kaos,20,https://www.atwaterkaos.com,,,Success
Auburndale Scream,176,https://www.auburndalescream.com,,,Success
Augusta Arsenal,60,https://www.arsenal.com,,,Success
Augusta Arsenal Soccer Club,30,https://www.arsenal.com,,,Success
Auckland City FC,331,https://www.auckland.com,,,Success
Auckland United,736,https://www.auckland.com,,,Success
Auckland City FC,46,https://www.auckland.com,,,Success
Auckland United,10,https://www.auckland.com,,,Success
Grammar,97,https://www.grammar.com,,,Success
Atlanta United Academy,3080,https://www.atlanta.com,,,Success
Austin FC,10,https://www.austinfc.com,,,Success
AURRERA DE VITORIA,175,https://www.aurreradevitoria.com,,,Success
Austin FC,1791,https://www.austinfc.com,,,Success
Attila,25,https://www.attila.com,,,Success
Austin,78,https://www.austinfc.com,,,Success
Austin Emerald FC,19,https://www.austinemeraldfc.com,,,Success
Army Football,36,https://www.armyfootball.com,,,Success
Austin,94,https://www.austinfc.com,,,Success
ATM,79,https://www.atm.com,,,Success
AUGER,27,https://www.auger.com,,,Success
ACU Football Club,162,https://www.acu.com,,,Success
Blue Thunder,77,https://www.bluethunder.co.uk,,,Success
ANUFC,295,https://www.anufc.com,,,Success
Avenir Moissagais,64,https://www.avenirmoissagais.com,,,Success
AV Alta FC.,91,https://www.avaltafc.com,,,Success
Flames,20,https://www.flames.co.uk,,,Success
Avalanche,20,https://www.avalanche.co.uk,,,Success
Avenal,201,https://www.avenal.com,,,Success
Avoca FC,101,https://www.avocafc.com,,,Success
Avalanche,101,https://www.avalanche.co.uk,,,Success
Austin Unbreakable,138,https://www.austinunbreakable.com,,,Success
PRIVATE,330,https://www.private.com,,,Success
Frontignan,41,https://www.frontignan.com,,,Success
Avonmouth,88,https://www.avonmouthfc.com,,,Success
Avo soccer club,570,https://www.avosoccerclub.com,,,Success
Avenue,61,https://www.avenue.com,,,Success
Aylesbury,36,https://www.aylesbury.com,,,Success
Aylesbury United,123,https://www.aylesbury.com,,,Success
Ayoub,27,https://www.ayoub.com,,,Success
AYFL,11,https://www.ayfl.com,,,Success
Avon High School,40,https://www.avonhighschool.com,,,Success
AGR,69,https://www.agr.com,,,Success
Ayrshire College,58,https://www.ayrshirecollege.co.uk,,,Success
Aylestone Park FC,56,https://www.aylestonepark.com,,,Success
Avanti,19,https://www.avanti.co.uk,,,Success
AVFC,121,https://www.avfcfc.com,,,Success
Aviv,12,https://www.aviv.co.uk,,,Success
Aylesbury RFC,13,https://www.aylesburyrfc.co.uk,,,Success
Aylsham FC,58,https://www.aylshamfc.co.uk,,,Success
Warriors,46,https://www.warriors.com,,,Success
Avery FC,244,https://www.averyfc.com,,,Success
South Bay Matrix,79,https://www.southbaymatrixfc.com,,,Success
AZ Arsenal,151,https://www.arsenal.com,,,Success
Athens United,32,https://www.athens.co.uk,,,Success
AYLESFORD FC,35,https://www.aylesfordfc.co.uk,,,Success
AZ Arsenal 09G E64 RL,165,https://www.arsenal.com,,,Success
AZ Arsenal ECNL B10,36,https://www.arsenal.com,,,Success
LYSA,97,https://www.lysa.com,,,Success
AZ Arsenal SC B08 ECNL U17,22,https://www.arsenal.com,,,Success
AZ Arsenal SC B08 ECNL U16,183,https://www.arsenal.com,,,Success
United North County,90,https://www.northcountyfc.com,,,Success
Axitour,15,https://www.axitour.com,,,Success
Aztec Soccer,1276,https://www.aztecsoccer.com,,,Success
United Santa Monica,216,https://www.santamonica.com,,,Success
ADA,33,https://www.ada.com,,,Success
Azzurri,33,https://www.azzurri.com,,,Success
Azzurri FC,30,https://www.azzurri.com,,,Success
Badshot Lea FC,175,https://www.badshotlea.co.uk,,,Success
Badshot Lea FC,10,https://www.badshotlea.co.uk,,,Success
VSA,107,https://www.vsa.com,,,Success
Badshot Lea Football Club,130,https://www.badshotlea.co.uk,,,Success
B71,227,https://www.b71.co.uk,,,Success
Backwood|Media,428,https://www.backwoodmedia.com,,,Success
Mongolia,50,https://www.mongolia.com,,,Success
Baguley Athletic,87,https://www.baguley.co.uk,,,Success
Bala Town FC Academy,134,https://www.balafc.com,,,Success
Baglan Dragons,68,https://www.baglandragons.com,,,Success
Bala’ FC,146,https://www.balafc.com,,,Success
B 68,87,https://www.b68.co.uk,,,Success
United SoCal,124,https://www.socal.co.uk,,,Success
BALEIA FOOTBALL CLUB,36,https://www.baleia.com,,,Success
Baker Football Club,53,https://www.baker.co.uk,,,Success
BIGLA,35,https://www.bigla.com,,,Success
Badger,448,https://www.badger.com,,,Success
Balham,421,https://www.balhamfc.com,,,Success
Ballard FC,15,https://www.ballard.com,,,Success
Bak,536,https://www.bak.co.uk,,,Success
Ballinascreen,116,https://www.ballinascreen.com,,,Success
Baker Veo,403,https://www.baker.co.uk,,,Success
Express,28,https://www.express.co.uk,,,Success
BallersDen,17,https://www.ballersden.com,,,Success
BUSC,82,https://www.busc.com,,,Success
Bainbridge Island FC,942,https://www.bainbridgeisland.com,,,Success
Ballard,54,https://www.ballard.com,,,Success
Bahrain RFC,14,https://www.bahrainrfc.com,,,Success
Ballerz FC,18,https://www.ballerzfc.com,,,Success
Ballinamallard FC,47,https://www.ballinamallard.co.uk,,,Success
Ballerz,1625,https://www.ballerzfc.com,,,Success
Baha Juniors FC,108,https://www.bahajuniorsfc.com,,,Success
Baltimore Celtic 2013 Pre ECNL,75,https://www.celticfc.com,,,Success
Baltimore Celtic,90,https://www.celticfc.com,,,Success
Celtic 2011 Pre-Academy,193,https://www.celticfc.com,,,Success
Baltimore Celtic,106,https://www.celticfc.com,,,Success
Baltimore Celtic,78,https://www.celticfc.com,,,Success
Celtic,37,https://www.celticfc.com,,,Success
Bays,44,https://www.bays.com,,,Success
Baltimore Celtic SC,25,https://www.celticfc.com,,,Success
Ballymore Eustace GAA,53,https://www.ballymoreeustacegaa.com,,,Success
Baltimore Celtic,41,https://www.celticfc.com,,,Success
Baltimore Celtic,48,https://www.celticfc.com,,,Success
Baltimore Union,89,https://www.baltimoreunion.com,,,Success
Baltimore Celtic,999,https://www.celticfc.com,,,Success
Baltimore Celtic,63,https://www.celticfc.com,,,Success
Baltimore Union,111,https://www.baltimoreunion.com,,,Success
Baltimore Celtic Union,145,https://www.celticfc.com,,,Success
Baldivis Football Club,31,https://www.baldivis.com,,,Success
Ballarat City FC,378,https://www.ballarat.com,,,Success
Placer United,13,https://www.placer.co.uk,,,Success
Balmoral FC,145,https://www.balmoralfc.com,,,Success
Balmoral,199,https://www.balmoralfc.com,,,Success
Baltimore,127,https://www.baltimore.co.uk,,,Success
Armour,11,https://www.armour.com,,,Success
Olympic,21,https://www.olympicfc.com,,,Success
CB11,45,https://www.cb11.com,,,Success
Banbury United,34,https://www.banbury.com,,,Success
Banks o’ Dee,124,https://www.banksodeefc.com,,,Success
Banbury United Youth,122,https://www.banbury.com,,,Success
Bankstown Sports JRL,19,https://www.bankstownsportsjrl.com,,,Success
BYM FC,64,https://www.bymfc.com,,,Success
BUFC,245,https://www.bufc.com,,,Success
Bangor RFC,60,https://www.bangorrfc.com,,,Success
Bangor 1876,57,https://www.bangor1876.com,,,Success
Barcelona United,410,https://www.barcelona.com,,,Success
Barnes HC,110,https://www.barneshc.com,,,Success
BRFC,149,https://www.brfc.com,,,Success
BSC Tottenham Hotspur FC & Academy Sports,325,https://www.tottenhamhotspur.com,,,Success
BERFC,32,https://www.berfc.com,,,Success
Barkers,99,https://www.barkers.co.uk,,,Success
Barnton,87,https://www.barntonfc.co.uk,,,Success
Barnes Eagles,25,https://www.barneseagles.co.uk,,,Success
FC Barcelona,130,https://www.barcelona.com,,,Success
SURF,34,https://www.surf.com,,,Success
Barnhurst Lane Lions FC,266,https://www.barnhurstlanelionsfc.co.uk,,,Success
Barnsley Football Club,942,https://www.barnsleyfc.co.uk,,,Success
Barrie Soccer Club,499,https://www.barriesoccerclub.com,,,Success
Barcelona City Football Club,16,https://www.barcelona.com,,,Success
Barakaldo CF,33,https://www.barakaldocf.com,,,Success
Barrie soccer club,10,https://www.barriesoccerclub.com,,,Success
Barcelona United,68,https://www.barcelona.com,,,Success
Barcelona,118,https://www.barcelona.com,,,Success
Barrow Celtic FC,10,https://www.celticfc.com,,,Success
Barcelona United,41,https://www.barcelona.com,,,Success
Barrow Town FC,84,https://www.barrowfc.com,,,Success
Barrow,45,https://www.barrowfc.com,,,Success
Barrhaven Scottish,328,https://www.barrhavenscottish.com,,,Success
Bashley Football Club,32,https://www.bashleyfc.co.uk,,,Success
Barton Rovers,115,https://www.bartonfc.co.uk,,,Success
Barnoldswick Town FC,19,https://www.barnoldswick.co.uk,,,Success
Lot,14,https://www.lot.com,,,Success
Basildon United FC,26,https://www.basildon.com,,,Success
Branford,48,https://www.branford.com,,,Success
Barton united fc,74,https://www.bartonfc.co.uk,,,Success
Bashley FC,66,https://www.bashleyfc.co.uk,,,Success
Barellan United Football Club,43,https://www.barellan.com,,,Success
barton rovers,27,https://www.bartonfc.co.uk,,,Success
Barrera,129,https://www.barrera.com,,,Success
CMOB,87,https://www.cmob.com,,,Success
Basildon Town FC,14,https://www.basildon.com,,,Success
Basford United Football CLub,163,https://www.basford.com,,,Success
Battle Creek,269,https://www.battlecreek.com,,,Success
BASINGSTOKE TOWN FC,398,https://www.basingstokefc.co.uk,,,Success
Basingstoke Town FC Academy,70,https://www.basingstokefc.co.uk,,,Success
BASE,25,https://www.base.com,,,Success
BUSC,456,https://www.busc.com,,,Success
Bay Area Surf,58,https://www.bayareasurf.com,,,Success
Baxter FC,113,https://www.baxter.com,,,Success
Bay Area Surf,14,https://www.bayareasurf.com,,,Success
Bay Area Surf,100,https://www.bayareasurf.com,,,Success
Batley Boys ARLFC,139,https://www.batleyboysarlfc.com,,,Success
BAY AREA SURF,314,https://www.bayareasurf.com,,,Success
Bay Area Surf,22,https://www.bayareasurf.com,,,Success
My Clubhouse,28,https://www.myclubhouse.co.uk,,,Success
Bay Area Surf,324,https://www.bayareasurf.com,,,Success
Basingstoke,50,https://www.basingstokefc.co.uk,,,Success
Bay Area Surf,74,https://www.bayareasurf.com,,,Success
Basketball England,158,https://www.basketballengland.co.uk,,,Success
Bay Area Surf,11,https://www.bayareasurf.com,,,Success
Bauer,142,https://www.bauer.com,,,Success
Bay Area Surf,60,https://www.bayareasurf.com,,,Success
Battyeford,60,https://www.battyeford.co.uk,,,Success
BRMHS,16,https://www.brmhs.com,,,Success
BBRFC celtic,183,https://www.celticfc.com,,,Success
Bays United,154,https://www.bays.com,,,Success
Surf,26,https://www.surf.com,,,Success
Batley Bulldogs,26,https://www.batleybulldogs.co.uk,,,Success
Battle Ground Academy,47,https://www.battleground.com,,,Success
Celtic G13 White,33,https://www.celticfc.com,,,Success
BDS Veo,297,https://www.bdsfc.com,,,Success
Beach FC,16,https://www.beachfc.com,,,Success
Bath City Academy,98,https://www.bath.co.uk,,,Success
Beach FC,185,https://www.beachfc.com,,,Success
Beach FC,25,https://www.beachfc.com,,,Success
Beach FC,204,https://www.beachfc.com,,,Success
Bay City F.C.,66,https://www.bayfc.com,,,Success
Beach,119,https://www.beachfc.com,,,Success
Beach FC,32,https://www.beachfc.com,,,Success
Beach FC,39,https://www.beachfc.com,,,Success
Beach FC,173,https://www.beachfc.com,,,Success
Beach FC,111,https://www.beachfc.com,,,Success
Beach FC,61,https://www.beachfc.com,,,Success
Bayside FC,199,https://www.baysidefc.co.uk,,,Success
Beach FC,29,https://www.beachfc.com,,,Success
Bayside FC,458,https://www.baysidefc.co.uk,,,Success
BEACH FC,38,https://www.beachfc.com,,,Success
Beach FC,28,https://www.beachfc.com,,,Success
Bay United,100,https://www.bayfc.com,,,Success
BEACH FC,16,https://www.beachfc.com,,,Success
Bayside FC,255,https://www.baysidefc.co.uk,,,Success
Bayside,263,https://www.baysidefc.co.uk,,,Success
Bay United,117,https://www.bayfc.com,,,Success
Bayside FC,33,https://www.baysidefc.co.uk,,,Success
Bayside,14,https://www.baysidefc.co.uk,,,Success
Beach FC,59,https://www.beachfc.com,,,Success
Beach FC,13,https://www.beachfc.com,,,Success
Beach FC,186,https://www.beachfc.com,,,Success
Beach FC,87,https://www.beachfc.com,,,Success
Bayside,113,https://www.baysidefc.co.uk,,,Success
Beach FC,86,https://www.beachfc.com,,,Success
Beach FC,18,https://www.beachfc.com,,,Success
Bayswater Football Club,21,https://www.bayswater.com,,,Success
Beach FC,53,https://www.beachfc.com,,,Success
BeachFC,32,https://www.beachfc.com,,,Success
Beach FC,98,https://www.beachfc.com,,,Success
Beach FC,166,https://www.beachfc.com,,,Success
Beach FC,146,https://www.beachfc.com,,,Success
Beach FC,90,https://www.beachfc.com,,,Success
Beach FC,108,https://www.beachfc.com,,,Success
BCP,16,https://www.bcp.com,,,Success
Beach FC,153,https://www.beachfc.com,,,Success
Beach FC,37,https://www.beachfc.com,,,Success
Beach,141,https://www.beachfc.com,,,Success
Beach United FC,30,https://www.beachfc.com,,,Success
B. CLEAN,53,https://www.bclean.com,,,Success
Beale,112,https://www.beale.co.uk,,,Success
Beacon Hill Rovers Football Club,47,https://www.beaconhillfc.com,,,Success
Beadling,39,https://www.beadling.com,,,Success
Beachside,132,https://www.beachside.co.uk,,,Success
Beadling,23,https://www.beadling.com,,,Success
Beadling,164,https://www.beadling.com,,,Success
BSA Celtic,89,https://www.celticfc.com,,,Success
Bayou Academy,83,https://www.bayoufc.com,,,Success
Bedford Academy Football,44,https://www.bedfordfootball.com,,,Success
The Chuckles,23,https://www.thechuckles.com,,,Success
Bearsted Rovers,78,https://www.bearstedfc.co.uk,,,Success
Bedford Girl's School,27,https://www.bedfordgirlsschool.co.uk,,,Success
Beckenham RFC,132,https://www.beckenhamrfc.com,,,Success
Beaumont School,18,https://www.beaumontschool.com,,,Success
Bearsted,34,https://www.bearstedfc.co.uk,,,Success
BPR,90,https://www.bprfc.com,,,Success
BeeGees,24,https://www.beegees.com,,,Success
Bearsted FC,29,https://www.bearstedfc.co.uk,,,Success
Bebo,42,https://www.bebo.com,,,Success
BMS,100,https://www.bms.com,,,Success
Bedfont Sports Club,291,https://www.bedfontsportsclub.co.uk,,,Success
Bedwellty,32,https://www.bedwellty.co.uk,,,Success
Bedworth United FC,329,https://www.bedworth.com,,,Success
Bedford Town FC,178,https://www.bedford.com,,,Success
Beckenham FC,81,https://www.beckenhamfc.co.uk,,,Success
Beckenham RFC,73,https://www.beckenhamrfc.com,,,Success
Belfast Celtic,37,https://www.celticfc.com,,,Success
Beer Albion,83,https://www.beeralbionfc.co.uk,,,Success
Thunder,542,https://www.thunder.com,,,Success
Claus,17,https://www.claus.co.uk,,,Success
BCPC,68,https://www.bcpc.com,,,Success
🏀 Bedford Hoopers,11,https://www.bedfordhoopers.com,,,Success
Belper Town,95,https://www.belper.com,,,Success
Bell Park,153,https://www.bellpark.com,,,Success
Bear FC,68,https://www.bear.com,,,Success
Belcoo,53,https://www.belcoo.co.uk,,,Success
Bell Gardens Football Club,13,https://www.bellgardens.com,,,Success
Bellurgan United Football Club,22,https://www.bellurgan.com,,,Success
Rowdies,16,https://www.rowdiesfc.com,,,Success
Belmont Football Club,110,https://www.belmontfc.com,,,Success
Bear City United,13,https://www.bear.com,,,Success
Belfast Ravens,95,https://www.belfastravens.com,,,Success
Belstone FC,15,https://www.belstonefc.com,,,Success
Bendigo City FC,271,https://www.bendigo.com,,,Success
Benburb FC,27,https://www.benburb.co.uk,,,Success
Belvedere fc,21,https://www.belvederefc.com,,,Success
Benicia Arsenal,37,https://www.arsenal.com,,,Success
Arsenal,72,https://www.arsenal.com,,,Success
Beniquez,199,https://www.beniquez.com,,,Success
Benfleet FC,303,https://www.benfleetfc.co.uk,,,Success
Benicia Arsenal,177,https://www.arsenal.com,,,Success
Ben Ryan,34,https://www.benryan.com,,,Success
Belvedere FC,210,https://www.belvederefc.com,,,Success
Bellevue Rush,52,https://www.bellevuerush.com,,,Success
Benbrook,119,https://www.benbrook.co.uk,,,Success
Bentonville FC Prodigy,257,https://www.bentonvilleprodigy.com,,,Success
Bellevue Rush,190,https://www.bellevuerush.com,,,Success
Berkhamsted Raiders,41,https://www.berkhamstedraiders.com,,,Success
CSC,69,https://www.cscfc.com,,,Success
The Comrades,165,https://www.thecomrades.com,,,Success
Berkshire,46,https://www.berkshirefc.co.uk,,,Success
Berkeley Vale Soccer Club,98,https://www.berkeleyvalesoccerclub.com,,,Success
Bellevue Rush,30,https://www.bellevuerush.com,,,Success
Berks Elite FC,72,https://www.berkselitefc.com,,,Success
Bermeo F.T.,36,https://www.bermeoft.com,,,Success
BERMEO FT,39,https://www.bermeoft.com,,,Success
BHYSC,60,https://www.bhysc.com,,,Success
Berks Elite,16,https://www.berkselitefc.com,,,Success
Bertamirans FC,11,https://www.bertamiransfc.com,,,Success
BIF,113,https://www.bif.co.uk,,,Success
Bertamirans,14,https://www.bertamiransfc.com,,,Success
BRHC,16,https://www.brhc.co.uk,,,Success
Berry Boys,47,https://www.berryboys.com,,,Success
Berry boys,164,https://www.berryboys.com,,,Success
Christian,110,https://www.christian.com,,,Success
Bemerton Heath Harlequins FC,45,https://www.bemertonheathharlequinsfc.co.uk,,,Success
BRFC,33,https://www.brfc.com,,,Success
Bernhardt,58,https://www.bernhardt.com,,,Success
BPR,39,https://www.bprfc.com,,,Success
Berber City FC,14,https://www.berber.com,,,Success
Bethesda,131,https://www.bethesda.co.uk,,,Success
Betteshanger,119,https://www.betteshangerfc.co.uk,,,Success
Bethesda,360,https://www.bethesda.co.uk,,,Success
Beyond,548,https://www.beyondfc.com,,,Success
BFC,11,https://www.bfc.com,,,Success
Bexley,47,https://www.bexleyfc.co.uk,,,Success
Bethany,87,https://www.bethany.com,,,Success
Tumooh,138,https://www.tumooh.com,,,Success
Berry Hill United,40,https://www.berryhill.co.uk,,,Success
Berks County FC,19,https://www.berkscountyfc.com,,,Success
Berry hill,20,https://www.berryhill.co.uk,,,Success
BFNL,27,https://www.bfnl.com,,,Success
Ben Smith,26,https://www.bensmith.com,,,Success
BGFC,309,https://www.bgfc.com,,,Success
ByC FC,11,https://www.byc.com,,,Success
Bethesda,62,https://www.bethesda.co.uk,,,Success
B Gr8 Football Coaching,202,https://www.bgr8footballcoaching.com,,,Success
Bienna Jets,13,https://www.biennajets.com,,,Success
Big Rapids,48,https://www.bigrapids.com,,,Success
BEYOND LIMITS,81,https://www.beyondlimits.co.uk,,,Success
Bilecan,138,https://www.bilecan.com,,,Success
Bilbrook,101,https://www.bilbrook.co.uk,,,Success
Biggleswade FC,90,https://www.biggleswadefc.co.uk,,,Success
Berwick City,736,https://www.berwick.com,,,Success
Biggleswade United,265,https://www.biggleswadefc.co.uk,,,Success
Big Sky,10,https://www.bigsky.com,,,Success
Billingshurst Youth FC,11,https://www.billingshurstfc.co.uk,,,Success
Billingshurst FC,90,https://www.billingshurstfc.co.uk,,,Success
BHS G,72,https://www.bhsg.com,,,Success
Big Island Rush,12,https://www.bigislandrush.com,,,Success
Bidford Juniors FC,21,https://www.bidfordjuniorsfc.co.uk,,,Success
Billings United,261,https://www.billingsfc.com,,,Success
Bishop,17,https://www.bishop.com,,,Success
Bilston Town,227,https://www.bilston.co.uk,,,Success
Covington Athletics,52,https://www.covingtonathletics.com,,,Success
Birkirkara FC Youth Academy,508,https://www.birkirkarafc.com,,,Success
Bishops,141,https://www.bishops.com,,,Success
Binfield,61,https://www.binfieldfc.com,,,Success
Biorem Inc,10,https://www.bioreminc.com,,,Success
Bishopton academy,132,https://www.bishoptonfc.co.uk,,,Success
Binsfeld,123,https://www.binsfeld.com,,,Success
Binfield FC,72,https://www.binfieldfc.com,,,Success
Bishopton Football Club,104,https://www.bishoptonfc.co.uk,,,Success
Binfield FC,120,https://www.binfieldfc.com,,,Success
Tsunami,444,https://www.tsunami.com,,,Success
Birr,82,https://www.birr.co.uk,,,Success
Birstall United FC,25,https://www.birstall.com,,,Success
Blackburn Eagles,37,https://www.blackburneaglesfc.com,,,Success
Blackburn United,122,https://www.blackburn.com,,,Success
Blackburn Rovers Football Club,343,https://www.blackburn.com,,,Success
Blackburn United FC,27,https://www.blackburn.com,,,Success
Blackburn Rovers,787,https://www.blackburn.com,,,Success
Blackburn Football Club,153,https://www.blackburn.com,,,Success
Blackburn Rovers,205,https://www.blackburn.com,,,Success
BK-46,63,https://www.bk46.com,,,Success
BK FIX,444,https://www.bkfix.com,,,Success
BWFC,74,https://www.bwfc.com,,,Success
BGI,237,https://www.bgi.com,,,Success
BTFC,170,https://www.btfc.co.uk,,,Success
BJFF,94,https://www.bjff.co.uk,,,Success
Blacktown City FC,83,https://www.blacktown.com,,,Success
Blacktown City FC,100,https://www.blacktown.com,,,Success
Blacktown FC,567,https://www.blacktown.com,,,Success
Blackpool FC,1295,https://www.blackpoolfc.co.uk,,,Success
Blackhawks FC,191,https://www.blackhawks.com,,,Success
Blackwood RFC,57,https://www.blackwoodrfc.com,,,Success
Blackhawks,183,https://www.blackhawks.com,,,Success
blackpool,10,https://www.blackpoolfc.co.uk,,,Success
Black Rock FC,48,https://www.blackrock.com,,,Success
Blaenavon rfc,10,https://www.blaenavonrfc.co.uk,,,Success
BVGS,48,https://www.bvgs.co.uk,,,Success
Black Rock FC,41,https://www.blackrock.com,,,Success
Blaenavon RFC,30,https://www.blaenavonrfc.co.uk,,,Success
BIF,13,https://www.bif.co.uk,,,Success
Blantyre Celtic CFC,226,https://www.celticfc.com,,,Success
Blaenavon rfc,21,https://www.blaenavonrfc.co.uk,,,Success
BK Sport,245,https://www.bksport.co.uk,,,Success
BUSA,405,https://www.busa.co.uk,,,Success
E&A Sports,72,https://www.easportsfc.co.uk,,,Success
Bloomfield,91,https://www.bloomfieldfc.com,,,Success
Blinn,66,https://www.blinn.com,,,Success
Bluebell United,83,https://www.bluebell.com,,,Success
Blair,76,https://www.blairfc.com,,,Success
Birds Eye Sports,51,https://www.birdseyesports.co.uk,,,Success
Blinn College,29,https://www.blinncollege.com,,,Success
Albion,61,https://www.albion.co.uk,,,Success
Blue Rovers,64,https://www.blue.co.uk,,,Success
Bloomsbury Football,530,https://www.bloomsburyfootball.com,,,Success
BSSA,52,https://www.bssa.com,,,Success
Blast,593,https://www.blastfc.com,,,Success
BSV,69,https://www.bsv.com,,,Success
CSC,39,https://www.cscfc.com,,,Success
Blue Star Academy,16,https://www.bluestar.com,,,Success
Blue Coat,44,https://www.bluecoat.com,,,Success
Blaze FC,99,https://www.blaze.com,,,Success
Rush,74,https://www.rush.com,,,Success
BUFC,462,https://www.bufc.com,,,Success
Bohs,49,https://www.bohsfc.com,,,Success
Blueprint2024,33,https://www.blueprint2024.com,,,Success
Blackwood Sporting,16,https://www.blackwoodsporting.com,,,Success
Blues City FC,14,https://www.blues.com,,,Success
Bohs,167,https://www.bohsfc.com,,,Success
BAFC,14,https://www.bafc.com,,,Success
Bluesprings Soccer,47,https://www.bluespringssoccer.com,,,Success
Blues,31,https://www.blues.com,,,Success
Boden City,32,https://www.boden.com,,,Success
Blues FC,133,https://www.blues.com,,,Success
Bohs,90,https://www.bohsfc.com,,,Success
Eastside,21,https://www.eastside.com,,,Success
Blues,208,https://www.blues.com,,,Success
B67,30,https://www.b67.co.uk,,,Success
Blues,27,https://www.blues.com,,,Success
Blues,88,https://www.blues.com,,,Success
Hellas,265,https://www.hellasfc.com,,,Success
Blue Knights,48,https://www.blueknights.co.uk,,,Success
Bolehall Swifts,14,https://www.bolehallswiftsfc.co.uk,,,Success
Bologna,54,https://www.bolognafc.com,,,Success
Bologna fc,11,https://www.bolognafc.com,,,Success
BFC,26,https://www.bfc.com,,,Success
Bologna,15,https://www.bolognafc.com,,,Success
Bologna,21,https://www.bolognafc.com,,,Success
Bologna F.C.,33,https://www.bolognafc.com,,,Success
Bollnäs,133,https://www.bollnäs.com,,,Success
BFC,31,https://www.bfc.com,,,Success
Blue Moon FC,17,https://www.bluemoon.com,,,Success
Boldmere Falcons,47,https://www.boldmerefalconsfc.co.uk,,,Success
Boca,17,https://www.boca.co.uk,,,Success
Bolton School,65,https://www.boltonschool.co.uk,,,Success
Boilers FC,75,https://www.boilers.com,,,Success
Bolton United FC,13,https://www.bolton.com,,,Success
The Mikes,233,https://www.themikes.co.uk,,,Success
Falcons,50,https://www.falcons.com,,,Success
Falcons,22,https://www.falcons.com,,,Success
Boo FF,220,https://www.booff.co.uk,,,Success
Bonnyrigg Rose,24,https://www.bonnyriggrosefc.co.uk,,,Success
Borgomanero,31,https://www.borgomanero.com,,,Success
Boo FF,71,https://www.booff.co.uk,,,Success
Borehamwood Youth FC,62,https://www.borehamwood.com,,,Success
Boo FF,105,https://www.booff.co.uk,,,Success
Boo FF,143,https://www.booff.co.uk,,,Success
Borehamwood 2000 FC,126,https://www.borehamwood2000fc.co.uk,,,Success
Bordentown FC,297,https://www.bordentownfc.com,,,Success
Boreham Wood  FC,446,https://www.borehamwood.com,,,Success
Blue Ridge United,54,https://www.blueridge.com,,,Success
Boldon CA,51,https://www.boldonca.co.uk,,,Success
Bootham School,18,https://www.boothamschool.com,,,Success
Blitz Academy FC,279,https://www.blitz.co.uk,,,Success
BRS,41,https://www.brsfc.com,,,Success
Bola,60,https://www.bola.com,,,Success
BIH,35,https://www.bih.com,,,Success
BWE,362,https://www.bwe.com,,,Success
BRFC,77,https://www.brfc.com,,,Success
Bombino,45,https://www.bombino.co.uk,,,Success
BSK,49,https://www.bsk.com,,,Success
Borneo Anfield Stadium,48,https://www.borneoanfieldstadium.com,,,Success
Bolts,1554,https://www.bolts.com,,,Success
Boston Bolts,308,https://www.bostonbolts.com,,,Success
BUFC,139,https://www.bufc.com,,,Success
borgosesia,27,https://www.borgosesia.com,,,Success
Boundary Oak School,17,https://www.boundaryoakschool.co.uk,,,Success
Bowdoin,10,https://www.bowdoin.com,,,Success
Blaze,306,https://www.blaze.com,,,Success
Boyle Celtic,25,https://www.celticfc.com,,,Success
Bottesford FC,12,https://www.bottesford.co.uk,,,Success
BCC,113,https://www.bcc.co.uk,,,Success
Bottisham,67,https://www.bottishamfc.co.uk,,,Success
Bottesford Town FC,76,https://www.bottesford.co.uk,,,Success
BGFC,265,https://www.bgfc.com,,,Success
Box,18,https://www.box.com,,,Success
Boynton knights,47,https://www.boyntonknightsfc.com,,,Success
Boyan,21,https://www.boyan.com,,,Success
Boynton Knights FC,32,https://www.boyntonknightsfc.com,,,Success
Purples Soccer,22,https://www.purplessoccer.com,,,Success
Bournville,75,https://www.bournville.co.uk,,,Success
Boynton Knights,115,https://www.boyntonknightsfc.com,,,Success
Boynton Knights,134,https://www.boyntonknightsfc.com,,,Success
Brabrand,14,https://www.brabrand.com,,,Success
Boynton Knights,237,https://www.boyntonknightsfc.com,,,Success
BCS,57,https://www.bcs.com,,,Success
NONE,112,https://www.none.co.uk,,,Success
Bournemouth,84,https://www.bournemouth.com,,,Success
Bradfield College,282,https://www.bradfieldcollege.co.uk,,,Success
