Club_Name,Recordings,Website,Email,Phone,Status
Bangalore City Football Club,21,https://www.bangalore.co.uk,info@bangalore.co.uk,,Success
BRSC,145,https://www.brsc.com,info@brsc.com,,Success
BC Efferen,74,https://www.bcefferen.com,info@bcefferen.com,,Success
BRSC,64,https://www.brsc.com,info@brsc.com,,Success
BRSC,120,https://www.brsc.com,info@brsc.com,,Success
Be 7 Athletics,102,https://www.be7athletics.com,sports@be7athletics.com,,Success
BBL Elite,15,https://www.bblelite.com,luciano@latinotype.com,,Success
BRSC,103,https://www.brsc.com,info@brsc.com,,Success
BRSC,126,https://www.brsc.com,info@brsc.com,,Success
Western,118,https://www.westernfc.co.uk,vanhire@westernfc.co.uk,,Success
Bay Area United FC,33,https://www.bayarea.com,content@bayareanewsgroup.com,,Success
BCV,99,https://www.bcv.com,rgarg@baincapital.com,,Success
BC Rugby,110,https://www.bcrugby.com,info@bcrugby.com,,Success
BC Elite,15,https://www.bcelite.co.uk,services@bonchurchbc.com,,Success
BCH,13,https://www.bch.com,partners@bch.com,,Success
Beachside Soccer Club,188,https://www.beachsidesoccerclub.com,registrar@beachsideimpact.com,,Success
BYSC,141,https://www.bysc.co.uk,info@bysc.co.uk,07837379371,Success
Bedfont FC,67,https://www.bedfontfc.com,eben@eyebytes.com,,Success
Bedford Hockey Club,69,https://www.bedfordhockeyclub.com,,07939524883,Success
Bears,196,https://www.bearsfc.com,jun@bearsfc.com,,Success
Belsize Park,61,https://www.belsizeparkfc.com,belsizeparkfc@outlook.com,,Success
Rugby Academy,160,https://www.rugby.co.uk,webmaster@press.co.uk,,Success
Beltway Lacrosse,26,https://www.beltwaylacrosse.com,blx@beltwaylacrosse.com,,Success
Belmont Villa,129,https://www.belmontvilla.com,reservations@belmontvilla.com,,Success
bedford high school,18,https://www.bedfordhighschool.co.uk,techsupport@bedford.wigan.sch.uk,,Success
BHPP,257,https://www.bhpp.com,info@bhpp.com,,Success
Become Elite Soccer,242,https://www.becomeelitesoccer.com,info@becomeelitesoccer.com,,Success
Belfast,12,https://www.belfast.co.uk,info@belfast.co.uk,,Success
B-elite,15,https://www.belite.com,belitemed@gmail.com,,Success
Bellport,43,https://www.bellport.com,larry@bellport.com,,Success
Beaconsfield Town Football Club,71,https://www.beaconsfield.com,interet@beaconsfield.com,,Success
Ben Ely,277,https://www.benely.com,info@benely.com,,Success
Beragh Swifts,86,https://www.beraghswifts.com,beraghswifts@outlook.com,,Success
Benson,297,https://www.benson.com,you@benson.com,,Success
Benson Maduro,159,https://www.bensonmaduro.com,bensonmaduro@outlook.com,,Success
Benson,140,https://www.benson.com,you@benson.com,,Success
Bergdalen,99,https://www.bergdalen.com,pensionat.bergdalen@gmail.com,,Success
Berchem Brussels FC,18,https://www.berchembrusselsfc.com,inscriptions@berchembrussels.com,,Success
Bentworth,23,https://www.bentworth.com,info@bentworth.com,,Success
BeraBera,341,https://www.berabera.com,info@berabera.com,,Success
Berks United,178,https://www.berks.com,gtp@berks.com,,Success
Besseges,17,https://www.besseges.co.uk,orders@besseges.co.uk,,Success
Beyond physiotherapy,12,https://www.beyondphysiotherapy.com,,07504222173,Success
Berns,22,https://www.berns.co.uk,property@berns.co.uk,,Success
BSC,30,https://www.bsc.co.uk,help@bsc.co.uk,,Success
Big Game Youth League,193,https://www.biggameleague.com,richli.lm19@gmail.com,,Success
BHC,12,https://www.bhc.com,contact@thebhc.com,,Success
Billingham,34,https://www.billingham.com,info@billinghamusa.com,,Success
BSFC,61,https://www.bsfc.com,bsfc@bsfc.com,,Success
Bev Town,81,https://www.bev.com,admin@telepathy.com,,Success
Bev Town,130,https://www.bev.com,admin@telepathy.com,,Success
Big Fish FC,16,https://www.bigfish.co.uk,hello@bigfish.co.uk,,Success
Beverley RUFC,69,https://www.beverleyrufc.co.uk,events@beverleyrufc.co.uk,,Success
Black Hills Rapids,49,https://www.blackhillsrapids.com,info@blackhillsrapids.com,,Success
Birdville Hawks,181,https://www.birdvillehawks.com,info@birdvillehawks.com,,Success
Birkenhead School,100,https://www.birkenheadschool.co.uk,enquire@birkenheadschool.co.uk,,Success
Binswanger,21,https://www.binswanger.com,info@binswanger.com,,Success
BSFA,17,https://www.bsfa.co.uk,chair@bsfa.co.uk,,Success
Bilu Soccer,33,https://www.bilusoccer.com,info@bilusoccer.com,,Success
Rugby,18,https://www.rugby.co.uk,webmaster@press.co.uk,,Success
AFC,175,https://www.afc.co.uk,contact@afc.co.uk,,Success
Blackhall Gaels,98,https://www.blackhallgaels.com,secretary.blackhallgaels.meath@gaa.ie,,Success
Bisham FC,123,https://www.bisham.co.uk,webmaster@bisham.co.uk,,Success
Blackheath,59,https://www.blackheathfc.com,blackheathfc@gmail.com,,Success
Black Hills Rapids,17,https://www.blackhillsrapids.com,info@blackhillsrapids.com,,Success
Black Pearl,55,https://www.blackpearl.com,invest@blackpearlgroup.com,,Success
House,95,https://www.house.com,contact@house.com,,Success
BSCFC,63,https://www.bscfc.co.uk,info@bsfc.co.uk,,Success
Birmingham City,13,https://www.birmingham.com,birmingham@birmingham.com,,Success
Blackrock College,53,https://www.blackrockcollege.com,info@blackrockcollege.com,,Success
Blackthorn,31,https://www.blackthorn.com,contact@blackthorn.com,,Success
Birmingham City,589,https://www.birmingham.com,birmingham@birmingham.com,,Success
Birmingham United FC,75,https://www.birmingham.com,birmingham@birmingham.com,,Success
Blackmore Youth,75,https://www.blackmorefc.co.uk,info@blackmorefc.co.uk,,Success
BBFC,59,https://www.bbfc.co.uk,helpline@bbfc.co.uk,,Success
Bletchley,41,https://www.bletchley.com,astigma@astigmatic.com,,Success
Blaydon RFC,83,https://www.blaydonrfc.co.uk,contact@blaydonrfc.co.uk,,Success
Blue Devils,83,https://www.bluedevilsfc.com,admin@bluedevilsfc.com,,Success
BFT,25,https://www.bft.com,admin@telepathy.com,,Success
Bluffton Rush,23,https://www.blufftonrush.com,info@blufftonrush.com,,Success
Blue Crush,106,https://www.bluecrush.com,team@bluecrush.com,,Success
Bluffton Rush,14,https://www.blufftonrush.com,info@blufftonrush.com,,Success
Bluffton Rush,71,https://www.blufftonrush.com,info@blufftonrush.com,,Success
BOKA United,122,https://www.boka.com,hello@boka.com,,Success
B93,52,https://www.b93.com,voluntary.action@dermarite.com,,Success
Bonar Bridge,54,https://www.bonarbridgefc.co.uk,bonarbridgefc@gmail.com,,Success
Bo'ness United,148,https://www.boness.com,neil@boness.com,,Success
Bo’ness Athletic,44,https://www.boness.com,neil@boness.com,,Success
Bootle FC,16,https://www.bootlefc.com,media@bootlefootballclub.co.uk,,Success
Boreal FC,541,https://www.borealfc.com,admin@borealfc.com,,Success
Bootle FC,272,https://www.bootlefc.com,media@bootlefootballclub.co.uk,,Success
Bootle,220,https://www.bootlefc.com,media@bootlefootballclub.co.uk,,Success
Boroughmuir Rugby,135,https://www.boroughmuirrugby.co.uk,hello@boroughmuirsports.co.uk,,Success
Born to Play,159,https://www.borntoplay.com,hello@borntoplay.com,,Success
Boulder Rugby,45,https://www.boulderrugby.com,info@boulderrugby.com,,Success
Boston United,202,https://www.boston.com,tips@boston.com,,Success
BEC,86,https://www.bec.co.uk,sales@bec.co.uk,,Success
Bowers,608,https://www.bowers.com,ray@bowers.com,,Success
BVL,79,https://www.bvl.com,office@bvl.com,,Success
Boston United,10,https://www.boston.com,tips@boston.com,,Success
Bowers,50,https://www.bowers.com,ray@bowers.com,,Success
BGS,387,https://www.bgs.com,info@bgs.com,,Success
Bows Soccer Academy,424,https://www.bowssoccer.co.uk,info@bowssoccer.co.uk,07946042817,Success
William,40,https://www.william.com,info@strategy.com,,Success
Bowers & Pitsea,86,https://www.bowerspitseafc.co.uk,www.ricky@rjepropertyservices.com,,Success
Bowers,48,https://www.bowers.com,ray@bowers.com,,Success
BBS,207,https://www.bbs.com,sales.bbs@kwautomotive.de,,Success
Bowers & Pitsea FC,328,https://www.bowerspitseafc.co.uk,www.ricky@rjepropertyservices.com,,Success
Bournemouth Sports FC,25,https://www.bournemouthsportsfc.co.uk,secretary@bournemouthsportsfc.co.uk,,Success
Prosper Football,45,https://www.prosperfootball.com,info@prosperfootball.com,,Success
Bowie FC,26,https://www.bowie.com,bob@bowie.com,,Success
Bowie FC,151,https://www.bowie.com,bob@bowie.com,,Success
Boys Do Cry FC,20,https://www.boysdocry.co.uk,filler@godaddy.com,,Success
Bozeman Lacrosse,38,https://www.bozemanlacrosse.com,molly.pickall@gmail.com,,Success
Bradford Soccer,97,https://www.bradfordsoccer.com,operations@bradfordsoccer.com,,Success
Brackley RUFC,88,https://www.brackleyrufc.com,your@email.com,,Success
BOZ FC,19,https://www.boz.com,webmaster@boz.com,,Success
BRSC,66,https://www.brsc.com,info@brsc.com,,Success
Bow Fc,54,https://www.bowfc.com,jordi@bowfc.com,,Success
Brampton Soccer Club,44,https://www.bramptonsoccerclub.com,info@bramptonsoccer.com,,Success
Pirates,71,https://www.pirates.com,privacy@website.mlb.com,,Success
Bramley Phoenix,137,https://www.bramleyphoenix.co.uk,info@bramleyphoenixfc.com,,Success
Briarcrest,50,https://www.briarcrest.com,info@briarcrest.com,,Success
Briar United FC,27,https://www.briar.com,seth@briar.com,,Success
Brandon Park FC,55,https://www.brandonpark.co.uk,enquiries@stowhealthcare.co.uk,01842812400,Success
Braza FC,32,https://www.brazafc.com,info@brazafc.com,,Success
Brentwood,45,https://www.brentwood.com,info@brentwood.com,,Success
Brentwood Youth,17,https://www.brentwood.com,info@brentwood.com,,Success
Brentwood Town FC,57,https://www.brentwood.com,info@brentwood.com,,Success
Brentwood,30,https://www.brentwood.com,info@brentwood.com,,Success
Brentwood,74,https://www.brentwood.com,info@brentwood.com,,Success
Brighton Select Football,19,https://www.brightonselectfootball.co.uk,info@brightonselectfootball.co.uk,,Success
BSC Texas,69,https://www.bsctexas.com,nheffernan@bsctexas.com,,Success
Brigg town,199,https://www.brigg.com,cybermedia@sky.com,,Success
BKFC,43,https://www.bkfc.com,support@bkfcapp.com,,Success
Brigg Town FC,110,https://www.brigg.com,cybermedia@sky.com,,Success
Brighton SC,14,https://www.brightonsc.co.uk,info@brightonsc.co.uk,,Success
Brighton SC,461,https://www.brightonsc.co.uk,info@brightonsc.co.uk,,Success
Brighton College,325,https://www.brightoncollege.com,study@brightoncollege.com,,Success
BSC,28,https://www.bsc.co.uk,help@bsc.co.uk,,Success
Broadford Rovers Football Club,165,https://www.broadford.com,peter.wyatt@broadford.com,,Success
Quins,43,https://www.quins.com,info@quins.com,,Success
Broadford Rovers FC,21,https://www.broadford.com,peter.wyatt@broadford.com,,Success
Broadford,83,https://www.broadford.com,peter.wyatt@broadford.com,,Success
Brocks RFC,27,https://www.brocksrfc.com,,07931196617,Success
Broadheath Central,139,https://www.broadheathcentralfc.co.uk,admin@broadheathcentral.co.uk,,Success
Broady,335,https://www.broady.com,you@broady.com,,Success
Brocton,138,https://www.broctonfc.com,,07809462671,Success
Manor Farm,100,https://www.manorfarm.com,,07711010770,Success
Brocton,52,https://www.broctonfc.com,,07809462671,Success
Bromleians FC,51,https://www.bromleiansfc.co.uk,stevetingey@btinternet.com,,Success
Brocton,11,https://www.broctonfc.com,,07809462671,Success
Broadstreet RFC,45,https://www.broadstreetrfc.co.uk,equiries@broadstreetrfc.co.uk,,Success
Brooklyn United Academy,623,https://www.brooklynfc.com,josh@brooklynfc.com,,Success
BROOKLYN UNITED ACADEMY,26,https://www.brooklynfc.com,josh@brooklynfc.com,,Success
Behs,13,https://www.behs.com,mdarnell@behs.com,,Success
Brooklyn City FC,177,https://www.brooklynfc.com,josh@brooklynfc.com,,Success
Brook House FC,17,https://www.brookhousefc.co.uk,info@brookhousefc.co.uk,,Success
Brown Rugby,36,https://www.brownrugby.com,brown.men.rugby@gmail.com,,Success
Bryanston,259,https://www.bryanston.com,bryhigh@bryanston.com,,Success
Brookline,50,https://www.brookline.com,info@brookline.com,,Success
BRSC,299,https://www.brsc.com,info@brsc.com,,Success
BSC,1004,https://www.bscfc.co.uk,info@bsfc.co.uk,,Success
BTB Lacrosse,35,https://www.btblacrosse.com,behindthebacklacrosse@gmail.com,,Success
Buckingham United,227,https://www.buckinghamfc.co.uk,,07734395513,Success
Brora,85,https://www.brora.co.uk,customer.services@brora.co.uk,,Success
Buckland Athletic FC,157,https://www.buckland.com,marketing@buckland.com,,Success
Berks United,69,https://www.berks.com,gtp@berks.com,,Success
Bucharest Basketball Academy,38,https://www.bucharestbasketball.com,alex@thefunnybrand.com,,Success
Relentless,11,https://www.relentless.com,api-services-support@amazon.com,,Success
Burkina,25,https://www.burkina.com,ian108@earthlink.net,,Success
Burlington Football Club,13,https://www.burlington.com,info@burlingtoninvestors.com,,Success
Burnley College,11,https://www.burnleyfootballclub.com,hospitality@burnleyfc.com,07537404821,Success
Burnley FC,1280,https://www.burnleyfootballclub.com,hospitality@burnleyfc.com,07537404821,Success
Burnley FC in the Community,221,https://www.burnleyfootballclub.com,hospitality@burnleyfc.com,07537404821,Success
Burnley RUFC,20,https://www.burnleyfootballclub.com,hospitality@burnleyfc.com,07537404821,Success
Burnley Tornados,14,https://www.burnleyfootballclub.com,hospitality@burnleyfc.com,07537404821,Success
Burlington,38,https://www.burlington.com,info@burlingtoninvestors.com,,Success
Burraneer Rugby,102,https://www.burraneerrugby.com,burrarugby@outlook.com,,Success
Burnham Ramblers,36,https://www.burnhamramblersfc.co.uk,impallari@gmail.com,07736901799,Success
Bushey and Oxhey FC,82,https://www.busheyandoxheyfc.co.uk,sponsorship@busheyandoxheyfc.co.uk,,Success
Bursledon Youth FC,78,https://www.bursledon.com,villagehalladmin@bursledon.com,07883256734,Success
Cadence SFC,376,https://www.cadencesfc.com,admin@cadencesoccerfutsal.com,,Success
CADIZ CF,46,https://www.cadizcf.com,cadizcf@cadizcf.es,,Success
cabeza,87,https://www.cabeza.com,marketing@cabeza.com,,Success
Padova,119,https://www.padova.com,info@padova.com,,Success
Cabo,61,https://www.cabo.com,info@cabovillas.com,,Success
ROSSVALE,67,https://www.rossvalefc.com,rossvalebarca04@outlook.com,,Success
Cal Magic,13,https://www.calmagic.com,gerry@calmagic.com,,Success
Calcio Lecco 1912,255,https://www.calciolecco1912.com,aclecco@aclecco.it,,Success
BVW Academy,27,https://www.bvw.com,admin@telepathy.com,,Success
Calder United,124,https://www.calder.co.uk,sales@calder.co.uk,,Success
Calvary Day School,61,https://www.calvarydayschool.com,info@calvarydayschool.com,,Success
CalGlen FC,209,https://www.calglen.com,registrar@calglen.com,,Success
Cambo,321,https://www.cambo.com,info@cambo.com,,Success
Magic,33,https://www.magic.co.uk,hello@magic.co.uk,07593139729,Success
Cambridge Football,132,https://www.cambridgefootball.co.uk,info@cambridgefootball.co.uk,,Success
Campbell College,166,https://www.campbellcollege.com,info@campbellcollege.com,,Success
Cambridge Football,58,https://www.cambridgefootball.co.uk,info@cambridgefootball.co.uk,,Success
Campion fc,123,https://www.campion.com,info@campion.com,,Success
Cambridge South Hockey Club,84,https://www.cambridgesouthhockeyclub.co.uk,training@cambridgesouthhockeyclub.co.uk,,Success
Camas C.F.,45,https://www.camascf.com,secretaria@camascf.es,,Success
Canada First Academy,117,https://www.canadafirst.com,contact@canadafirst.com,,Success
Canfield Little Cardinals,33,https://www.canfieldlittlecardinals.com,canfieldmslc@gmail.com,,Success
Canfield Soccer,84,https://www.canfieldsoccer.com,canfield.soccer@canfieldschools.net,,Success
Canandaigua Academy,10,https://www.canandaigua.com,support@canandaigua.com,,Success
Canandaigua Academy,66,https://www.canandaigua.com,support@canandaigua.com,,Success
Cantabs,102,https://www.cantabs.co.uk,contact@cantabs.co.uk,,Success
Canterbury City FC,56,https://www.canterbury.com,care@canterbury.com,,Success
Camp Impact,57,https://www.campimpact.com,gocampimpact@gmail.com,,Success
CCA,32,https://www.cca.co.uk,enquiries@cca.co.uk,,Success
Canton Football Club,54,https://www.cantonfc.com,joshcantonfitness@gmail.com,,Success
Capel Plough,66,https://www.capelploughfc.co.uk,info@capelploughfc.co.uk,,Success
CCA,84,https://www.cca.co.uk,enquiries@cca.co.uk,,Success
capital community athletics,45,https://www.capitalcommunityathletics.com,hladine@www.capitalcommunityathletics.com,,Success
CCSA,28,https://www.ccsa.co.uk,admin@ccsa.co.uk,,Success
Carmarthen Quins RFC,14,https://www.carmarthenquinsrfc.co.uk,carmquinsrfc@gmail.com,,Success
Caragh,19,https://www.caragh.com,info@caragh.ie,,Success
Carmarthen Quins rfc,14,https://www.carmarthenquinsrfc.co.uk,carmquinsrfc@gmail.com,,Success
Cardinals,25,https://www.cardinals.com,privacy@website.mlb.com,,Success
CVFC,421,https://www.cvfc.co.uk,chatterleyvicsfc@gmail.com,,Success
Capital FC,746,https://www.capital.com,support@capital.com,,Success
Carryduff Colts FC,153,https://www.carryduffcolts.com,ciaran.bunting@carryduffcolts.com,,Success
Carrick Rugby Football Club,62,https://www.carrickrugby.co.uk,carrickrugby@gmail.com,,Success
Velocity,50,https://www.velocityfc.com,eben@eyebytes.com,,Success
Reading Veo,177,https://www.readingfc.co.uk,tlaw@readingfc.co.uk,,Success
Capital Elite FC,100,https://www.capitalelitefc.com,capitalelitefc@gmail.com,,Success
Cascade Christian,52,https://www.cascadechristian.com,office@cascadechristian.com,,Success
Casteel,156,https://www.casteel.co.uk,info@casteel.co.uk,07843020683,Success
Dynasty,55,https://www.dynastyfc.com,otorres@dynastyfc.com,,Success
Caterham Pumas,10,https://www.caterhampumas.co.uk,john.davidson1@sky.com,,Success
CBF School Boca,58,https://www.cbfschoolboca.com,contact@cbfschoolboca.com,,Success
Cathedral School,193,https://www.cathedralschool.co.uk,office@cathedralschool.essex.sch.uk,01245354459,Success
CC Soccer,456,https://www.ccsoccer.com,ccsoccer@ccsoccer.com,,Success
Castle United Youth,89,https://www.castle.co.uk,info@castle.co.uk,01513721234,Success
CDA Granadilla,35,https://www.cdagranadilla.com,cdagranadilla@gmail.com,,Success
Carshield FC,29,https://www.carshieldfc.com,info@carshieldfc.com,,Success
Gregory,192,https://www.gregory.co.uk,enquiries@gregory.co.uk,,Success
Castle,39,https://www.castle.co.uk,info@castle.co.uk,01513721234,Success
Cayman Rugby,66,https://www.caymanrugby.com,caroline.deegan@caymanrugby.com,,Success
C'Chartres Football,16,https://www.cchartresfootball.com,contact@cchartresfootball.com,,Success
Woolley's,62,https://www.woolleys.co.uk,,01734037071,Success
C.D. Berriz,98,https://www.cdberriz.com,jonpinhorn.typedesign@gmail.com,,Success
CDF CANET,119,https://www.cdfcanet.com,secretariacdfcanet@gmail.com,,Success
Carshield FC,130,https://www.carshieldfc.com,info@carshieldfc.com,,Success
CDC TORREFORTA,37,https://www.cdctorreforta.com,admin@cdctorreforta.com,,Success
CD Galea,66,https://www.cdgalea.com,contacto@cdgalea.com,,Success
Carshield FC,208,https://www.carshieldfc.com,info@carshieldfc.com,,Success
CD.OLIVER,93,https://www.cdoliver.com,cdoliver@cdoliver.com,,Success
Cd Oliver,11,https://www.cdoliver.com,cdoliver@cdoliver.com,,Success
CD Montefuerte,194,https://www.cdmontefuerte.com,montefuerte@hotmail.es,,Success
Cd Valladares,11,https://www.cdvalladares.com,web@cdvalladares.com,,Success
C.D. VALLADARES,189,https://www.cdvalladares.com,web@cdvalladares.com,,Success
cd victoria cf,65,https://www.cdvictoriacf.com,cdvictoriacf1960@gmail.com,,Success
CD Illescas,215,https://www.cdillescas.com,marketing@cdillescas.es,,Success
CDA. Slammers,67,https://www.cdaslammers.com,club@cdaslammers.com,,Success
CDA Slammers,77,https://www.cdaslammers.com,club@cdaslammers.com,,Success
CDT Pro,343,https://www.cdtpro.com,astigma@astigmatic.com,,Success
CD Estudiantil,131,https://www.cdestudiantil.com,info@cdestudiantil.com,,Success
CDA Slammers FC,123,https://www.cdaslammers.com,club@cdaslammers.com,,Success
C.D.E. AMISTAD,68,https://www.cdeamistad.com,info@cdeamistad.com,,Success
CDA Slammers FC,84,https://www.cdaslammers.com,club@cdaslammers.com,,Success
MONTE,13,https://www.monte.com,info@medienpalast.net,,Success
CD Galapagar,60,https://www.cdgalapagar.com,info@cdgalapagar.com,,Success
CDUP Rugby,18,https://www.cduprugby.com,email@email.com,,Success
Cedar Stars,47,https://www.cedarstars.com,north.tryouts@cedarstars.com,,Success
Cedar Stars Academy,16,https://www.cedarstars.com,north.tryouts@cedarstars.com,,Success
Cedar Stars,36,https://www.cedarstars.com,north.tryouts@cedarstars.com,,Success
CEDAR STARS,13,https://www.cedarstars.com,north.tryouts@cedarstars.com,,Success
Wildfire,52,https://www.wildfirefc.com,impallari@gmail.com,,Success
Central Carroll SC,100,https://www.centralcarrollsc.com,info@centralcarrollsc.com,,Success
Dynasty,80,https://www.dynastyfc.com,otorres@dynastyfc.com,,Success
CD ZAMORA FC,20,https://www.cdzamora.com,clinicadentalzamora@gmail.com,,Success
Central Jersey FA,355,https://www.centraljerseyfa.com,info@centraljerseyfa.com,,Success
Central Florida SC,186,https://www.centralfloridasc.com,info@centralfloridasc.com,,Success
Blue Devils,125,https://www.bluedevilsfc.com,admin@bluedevilsfc.com,,Success
CD LALIN,19,https://www.cdlalin.com,go88l.tv@gmail.com,,Success
Centro Sportivo Imbersago,365,https://www.centrosportivoimbersago.com,sportpirovano@virgilio.it,01460790967,Success
Ceres Earthquake FC,128,https://www.ceresearthquakefc.com,bolanoslaw@att.net,,Success
Ceres Rush,116,https://www.ceresrush.com,bolanoslaw@att.net,,Success
Central Valley,81,https://www.centralvalley.co.uk,support@centralvalley.co.uk,,Success
CCM,101,https://www.ccm.co.uk,info@ccm.co.uk,,Success
Central coast fc,24,https://www.centralcoast.com,mhull@hullinformation.com,,Success
Central Coast United,165,https://www.centralcoast.com,mhull@hullinformation.com,,Success
Central Coast United,91,https://www.centralcoast.com,mhull@hullinformation.com,,Success
CENTRAL OHIO ELITE,753,https://www.centralohioelite.com,info@centralohioelite.com,,Success
CFC Barcelona,191,https://www.cfcbarcelona.com,cfcbarna@gmail.com,,Success
CF Sant Feliu,467,https://www.cfsantfeliu.com,clubdefutbolsantfeliudeguixols@gmail.com,,Success
Clermont Football Club,58,https://www.clermontfc.com,info@clermontfc.com,,Success
CHAMBRAY FOOTBALL CLUB,34,https://www.chambray.com,advertiser@bestbrand.com,,Success
C.F. Amisport,102,https://www.cfamisport.com,cfamisport1974@gmail.com,,Success
Rocafonda,11,https://www.rocafonda.com,presupuesto@rocafonda.com,,Success
CfB,24,https://www.cfb.com,info@capitalforbusiness.com,,Success
Champions Youth Soccer League,89,https://www.championssoccerleague.com,contact@championssl.com,,Success
Champions FC,43,https://www.champions.co.uk,sales@champions.co.uk,,Success
Champions,54,https://www.champions.co.uk,sales@champions.co.uk,,Success
Charlotte Metro,71,https://www.charlottemetrofc.com,marianne@charlottemetrofc.com,,Success
CSK,150,https://www.csk.co.uk,enquiries@csk-developments.co.uk,,Success
Cheddar,35,https://www.cheddar.com,contact@cheddar.com,,Success
Chelsea FC Women,626,https://www.chelseafc.com,clubchelsea@chelseafc.com,,Success
Chelsea Academy VEO,2466,https://www.chelseafc.com,clubchelsea@chelseafc.com,,Success
Chelsea HS Boys Soccer,65,https://www.chelseafc.com,clubchelsea@chelseafc.com,,Success
Chelsea FFC SPARASHOLT COLLEGE WINCHESTER,18,https://www.chelseafc.com,clubchelsea@chelseafc.com,,Success
Chelsea FC Blenheim,228,https://www.chelseafc.com,clubchelsea@chelseafc.com,,Success
Chelsea Girls' Soccer,46,https://www.chelseafc.com,clubchelsea@chelseafc.com,,Success
Chelsea Rovers,217,https://www.chelseafc.com,clubchelsea@chelseafc.com,,Success
Chasetown Youth,44,https://www.chasetownfc.co.uk,media@chasetownfc.co.uk,,Success
Charleston City FC,418,https://www.charleston.com,advertise@charleston.com,,Success
Chelsea Piers Soccer Club,34,https://www.chelseafc.com,clubchelsea@chelseafc.com,,Success
Chelsea High School,254,https://www.chelseafc.com,clubchelsea@chelseafc.com,,Success
Chelsea FC Foundation - Inclusion & Disability,62,https://www.chelseafc.com,clubchelsea@chelseafc.com,,Success
Chelsea FC,46,https://www.chelseafc.com,clubchelsea@chelseafc.com,,Success
Chelsea,157,https://www.chelseafc.com,clubchelsea@chelseafc.com,,Success
Cheadle Hulme School,213,https://www.cheadlehulmeschool.co.uk,enquiries@chschool.co.uk,,Success
Bournside,33,https://www.bournside.com,admin@bournside.com,,Success
Chasetown fc,60,https://www.chasetownfc.co.uk,media@chasetownfc.co.uk,,Success
Chelsea Soccer Club,18,https://www.chelseafc.com,clubchelsea@chelseafc.com,,Success
Chelsea SC,39,https://www.chelseafc.com,clubchelsea@chelseafc.com,,Success
Chelsea Warriors,20,https://www.chelseafc.com,clubchelsea@chelseafc.com,,Success
Chelsea SC,121,https://www.chelseafc.com,clubchelsea@chelseafc.com,,Success
Cherry Hill Knights,105,https://www.cherryhillknights.com,cherryhillknightsfb@gmail.com,,Success
Chesapeake United,104,https://www.chesapeake.co.uk,associates@chesapeake.co.uk,,Success
Cheltenham Tigers,138,https://www.cheltenhamtigers.com,clubhouse@cheltenhamtigers.com,,Success
Cheshire FA,98,https://www.cheshirefa.com,safeguarding@cheshirefa.com,,Success
Chesapeake United,144,https://www.chesapeake.co.uk,associates@chesapeake.co.uk,,Success
Midstate Rugby,27,https://www.midstaterugby.com,info@midstaterugby.com,,Success
Dynasty FC,10,https://www.dynastyfc.com,otorres@dynastyfc.com,,Success
Cheshire,23,https://www.cheshire.com,support@cheshire.com,,Success
Midwest United,16,https://www.midwestfc.com,gene@midwestfc.com,,Success
Cheshire Bears,131,https://www.cheshirebears.co.uk,marketingofficer@cheshirebears.co.uk,,Success
Seals,98,https://www.seals.com,info@seals.com,,Success
Chicago Inter,14,https://www.chicagointerfc.com,info@chicagointerfc.com,,Success
Chicago Strikers,90,https://www.chicagostrikers.com,dave@chicagostrikers.com,,Success
Chicago Inter,123,https://www.chicagointerfc.com,info@chicagointerfc.com,,Success
Chicago Inter,68,https://www.chicagointerfc.com,info@chicagointerfc.com,,Success
Cheshire Lines Football Club,68,https://www.cheshirelines.co.uk,,07850365063,Success
Chicago Phoenix FC,42,https://www.chicagophoenixfc.com,impallari@gmail.com,,Success
Chipstead,93,https://www.chipsteadfc.com,,01737553250,Success
Chesterfield FC Academy,113,https://www.chesterfield.co.uk,info@chesterfield.co.uk,,Success
Chester Football Club,34,https://www.chesterfc.com,info@chesterfc.com,,Success
CISSA,60,https://www.cissa.com,cissa@cissa.com,,Success
Chipstead,353,https://www.chipsteadfc.com,,01737553250,Success
Chicago Rush,912,https://www.chicagorush.com,domains@usmarketing.com,,Success
Inferno,1099,https://www.inferno.co.uk,you@company.org,,Success
Chorley Women,116,https://www.chorleywomenfc.co.uk,help@chorleywomenfc.co.uk,,Success
Christos,38,https://www.christosfc.com,admin@christosfc.com,,Success
Brook House,50,https://www.brookhousefc.co.uk,info@brookhousefc.co.uk,,Success
House,17,https://www.house.com,contact@house.com,,Success
Chris Watts,27,https://www.chriswatts.com,info@chriswatts.com,,Success
Vikings,10,https://www.vikings.com,hello@getstoryteller.com,,Success
CPA,185,https://www.cpa.com,mail@cpa.com,,Success
Vikings,37,https://www.vikings.com,hello@getstoryteller.com,,Success
CIYMS,59,https://www.ciyms.com,info@ciyms.com,,Success
Chicago Blues FC,169,https://www.chicagoblues.com,chicagobluessociety@gmail.com,,Success
Cifa Elite FC,16,https://www.cifaelite.com,admissions_uk@cifaelite.com,,Success
CVFC,139,https://www.cvfc.co.uk,chatterleyvicsfc@gmail.com,,Success
Chris Morrison,42,https://www.chrismorrison.co.uk,hello@chrismorrison.co.uk,,Success
Chula Vista,508,https://www.chulavistafc.com,contact@chulavistafc.com,,Success
Chula Vista FC,611,https://www.chulavistafc.com,contact@chulavistafc.com,,Success
Citizen,39,https://www.citizen.com,press@citizen.com,,Success
