Club Name,Recordings,Club Identifier,Country,Activity_Score
Kings Hammer Murfreesboro - Veo,103,kingshammermurfreesboroveo,Unknown,103.0
Kings Hammer Women's Blue Chip Showcase 2022,38,kings-hammer-blue-chip-showcase-2022,Unknown,38.0
Kings Hammer,179,kings-hammer-xenia,Unknown,179.0
King's,25,kings-high-school,Unknown,25.0
Kings Hill FC,21,kings-hill-fc-399507d5,England,21.0
Kings Hill,273,kings-hill-football-club,Unknown,273.0
Kings Hill U14 KYL,53,kings-hill-u13-kyl,Unknown,53.0
Kings Hill U15 JPL Girls,27,kings-hill-u15-jpl-girls,Unknown,27.0
Kingshill Ladies FC,138,msporti-football-academy,England,138.0
Kings Hill / West Malling / Ditton,77,kings-hill-football-club-8ed752ba,Unknown,77.0
Kings Hurst Pavillions Girls,33,kingshurstpavillionsgirls,Unknown,33.0
Kings Langley FC,104,kings-langley-fc-467abe5b,England,104.0
Kingsley Westside Football Club,785,kingsley-westside-football-club,Unknown,785.0
Kings Lynn Town FC,251,kingslynntownfc,England,251.0
Kings' School Al Barsha,56,kings-school-al-barsha,Unknown,56.0
King's School Bruton,258,kings-school-bruton,Unknown,258.0
King's School Rochester,38,kings-school-rochester,Unknown,38.0
Kings Spor,13,kings-spor-football-club,Unknown,13.0
Kingsthorpe Jets,24,kingsthorpe-jets-yourh-football-club,Unknown,24.0
KASL,49,kingston-area-soccer-league,Unknown,49.0
Kingston City,313,kingston-city-football-club-e6b13345,England,313.0
Fortis Football,86,kingston-college-football,Unknown,86.0
Kingston Diamonds,27,vive-le-velo,Unknown,27.0
Kingston Football Academy,11,kingston-football-academy-d294f871,Unknown,11.0
KFA,617,kingston-football-academy,Unknown,617.0
KGS,30,kingston-grammar-school,Unknown,30.0
Kingston Grammar School Hockey,104,kingston-grammar-school-hockey,Unknown,104.0
Ks,39,kingstonian-fc-ltd,Unknown,39.0
Kingston Lions Basketball,36,kingston-lions-basketball,Unknown,36.0
Panthers Rugby,132,kingston-panthers-rugby-football-club-79c647c6,Unknown,132.0
Kingston United SC,451,kingston-united-soccer-club,England,451.0
Kingston United Soccer Club,37,kingston-united-soccer-club-3927f2a2,England,37.0
KYSA,27,kingston-youth-soccer-association,Unknown,27.0
Kingsway,25,kingsway-ca563539,Unknown,25.0
Kingsway,18,kingsway-olympic,Unknown,18.0
Kingsway Premier,182,east-greenwich-soccer-association,Unknown,182.0
Kingsway Boys Soccer,69,kingsway-regional-high-school-boys-soccer,Unknown,69.0
Kingswood,25,kingswood-afc,Unknown,25.0
Kingswood,111,kingswood-football-club,Unknown,111.0
Kingswood,66,kingswood-house-school,Unknown,66.0
Kingswood,96,kingswood-rugby-football-club,Unknown,96.0
Kingswood,218,kingswood-school,Unknown,218.0
Kingswood Terriers Football Club CIC,16,kingswood-terriers-football-club-cic,Unknown,16.0
Kingswood Utd,95,kingswood-united-fc,Unknown,95.0
King United,143,king-united,England,143.0
King United 2011B,32,king-united-2011b,England,32.0
King United Soccer Club,231,king-united-soccer-club,England,231.0
King United Soccer Club U15s,15,king-united-soccer-club-u15s-04c49ed7,England,15.0
Kingwood Girls Soccer,124,kingwood-girls-soccer,Unknown,124.0
Kingwood Ladies Lacrosse,52,kingwood-ladies-lacrosse,Unknown,52.0
Kinloss Eagles,130,kinloss-eagles-rfc,Unknown,130.0
Kinmel Bay Football Club,37,kinmel-bay-football-club,Unknown,37.0
Kinna IF,182,kinna-idrottsforening,Unknown,182.0
Kinross Colts,47,kinross-colts-afc,Unknown,47.0
KRFC,21,kinross-rugby-club,England,21.0
Kinsale GAA,14,kinsale-gaa,Unknown,14.0
Kinsale RFC,27,kinsale-rfc,England,27.0
Kinsealy United,72,kinsealy-united-d6c0d00b,England,72.0
Kinsley Boys,34,wakefield-schoolboys,Unknown,34.0
Kinsley Boys,29,kinsley-boys-fc,Unknown,29.0
Kintbury Rangers FC,31,kintbury-rangers-fc,England,31.0
Kintore United Football club,24,kintore-united-football-club-9d72108c,England,24.0
Kinvara United F.C,90,kfcir,England,90.0
KIPP Denver Collegiate Athletics,96,kipp-denver-collegiate-high-school,Unknown,96.0
KIPP KING COLLEGIATE,44,kipp-king-collegiate-3321ee84,Unknown,44.0
KIPP Texas-San Antonio,64,kipp-texas-san-antonio,United States,64.0
Kirby Muxloe Football Club,195,kirby-muxloe-football-club,Unknown,195.0
Kirchheim,107,kirchheimer-sc-32760a8f,Unknown,107.0
Kirkburton JFC,28,kirkburton-jfc-56172cb5,England,28.0
Kirkburton Juniors,25,kirkburton-juniors,Unknown,25.0
Kirkby Lonsdale RUFC,18,kirkby-lonsdale-rufc,England,18.0
Kirkcaldy Rugby Club,51,kirkcaldy-rugby-football-club,Unknown,51.0
Kirkeby IF // CVR:83835168,97,kirkeby-if,Unknown,97.0
Kirke Hyllinge IF,79,kirke-hyllinge-if,Unknown,79.0
Kirkenes-if yngres,121,kirkenes-idrettsforening,Unknown,121.0
Kirke Værløse IF,120,kirke-vaerloese-if-2,Unknown,120.0
Kirkfield 2009s,23,kirkfield-2009s,Unknown,23.0
Kirkham Sport,202,kirkham-grammar-school-rugby,Unknown,202.0
KSQ Galaxy,76,kirkliston-and-south-queensferry-galaxy-2008,Unknown,76.0
Kirkop United,123,kirkop-united-football-club,England,123.0
Kirkpatrick Family,150,kirkpatrick-family,Unknown,150.0
Kirksey/Minnesota Thunder Academy,59,minnesota-thunder-academy-e29f2a6a,Unknown,59.0
Kirkwood High School,158,kirkwood-boys-soccer,Unknown,158.0
Kirkwood United,13,kirkwood-united-9bf1e0c8,England,13.0
Kirrie Thistle,83,kirrie-thistle-jfc,Unknown,83.0
Kirtland,91,kirtland-hornets,Unknown,91.0
Kiryat Gat Woman,19,kiryat-gat-woman,Unknown,19.0
Kisa BK,41,kisa-bollklubb,Unknown,41.0
Kish,68,kishwaukee-college-c5c51600,Unknown,68.0
Kiskeam,17,kiskeam-3062f65f,Unknown,17.0
Kiski Area Girls  Soccer,73,kiski-area-girls-she-soccer,Unknown,73.0
KPFC,157,kissing-point-football-club,England,157.0
Kista SC KFUM,29,kista-sc-kfum,Unknown,29.0
Kista SC,32,kista-sports-club,Unknown,32.0
Kisum Fosbury,857,kisum-fosbury,Unknown,857.0
Kisvárdai Kézilabda Club Sport Egyesület,87,kisvardai-kezilabda-club,Unknown,87.0
KITAHARA,135,kc-blaze-eclipse,Unknown,135.0
Kitchee SC,270,kitchee-sc,Unknown,270.0
Kitchener TFC,316,kitchener-toronto-fc,England,316.0
Kitchener TFC,38,my-clubhouse-02beeae4,England,38.0
Kitchener,21,kitchener-tfc-2009g,Unknown,21.0
Spirit,26,kitchener-spirit-u18,Unknown,26.0
KCI,146,kitchener-waterloo-collegiate-institute-vocational,Unknown,146.0
KW Vipers U12,193,kitchener-waterloo-vipers,Unknown,193.0
KAFC,875,kitsap-alliance-fc,England,875.0
Kittatinny Soccer Club,80,kittatinny-soccer-club,Unknown,80.0
Kittenberger Personal GmbH,10,kittenberger-personal-gmbh,Unknown,10.0
Kiveton Miners Welfare,17,kiveton-miners-welfare,Unknown,17.0
Kiveton Miners Welfare FC,64,sheffield-town-football-club,England,64.0
Kiveton Park Football Club,82,kiveton-park-football-club-33e57287,Unknown,82.0
Kiviks AIF,155,kiviks-allmanna-idrottsforening,Unknown,155.0
Kiwi Hawthorn Rugby Club,11,kiwi-hawthorn-rugby-club-e0f49b78,Unknown,11.0
Kiwy Play,94,kiwy-play,Unknown,94.0
Southside Eagles,17,southside-eagles-fc,Unknown,17.0
Kjellerup IF,192,kjellerup-if,Unknown,192.0
Kjelsås Fotball,66,kjelsaas-6e5cdab3,Unknown,66.0
Kjelsås Ungdom,22,kjelsaas-ungdom,Unknown,22.0
KJFC,11,kirkham-juniors-football-club,England,11.0
KJL,45,landis-2,Unknown,45.0
"KB, Årg. 2006 A truppen",146,kjoebenhavns-boldklub-2,Unknown,146.0
Kb,16,kjoebenhavns-boldklub-b41d622b,Unknown,16.0
KB,60,kjoebenhavns-boldklub,Unknown,60.0
KB 2008 A,62,kjoebenhavns-boldklub-2008-a,Unknown,62.0
KK Academy,82,kk-academy,Unknown,82.0
K.Kalmthout SK,138,kkalmthout-sk,Unknown,138.0
KKIK c/o Jesper Kjelgaard,40,kkik-veo,Unknown,40.0
K.Kontich FC,139,kkontich-fc,England,139.0
"KKPN ,,Bałtyk"" Koszalin",67,kkpn-batyk-koszalin,Unknown,67.0
KKS Czarni Sosnowiec,11,kks-czarni-sosnowiec-cb405ab3,Unknown,11.0
KKS Lech Poznań Spółka Akcyjna,222,kks-lech-poznan-spoka-akcyjna,Unknown,222.0
Orzeł Kolno,52,orze-kolno,Unknown,52.0
Klågerups GIF,119,klaagerups-gif-8601e143,Unknown,119.0
FM,11,klaiedos-fm,Unknown,11.0
Klaipedos FM,300,klaipedos-futbolo-mokykla,Unknown,300.0
KÍ,166,klaksvikar-itrottarfelag,Unknown,166.0
Klamath Community College,12,klamath-community-college,Unknown,12.0
Klamser,42,colorado-rapids-d930f1b4,Unknown,42.0
KNSC,68,kleinburg-nobleton-soccer-club,Unknown,68.0
Kleinburg Nobleton Soccer Club,315,kleinburg-nobleton-soccer-club-010906e8,Unknown,315.0
Klein Cain,364,e-diaz,Unknown,364.0
Klein High,115,klein-high-school-girls-soccer,Unknown,115.0
Klein High School Boys Soccer,82,klein-hs-mens-soccer,Unknown,82.0
Klein Girls Lacrosse,12,klein-lacrosse,Unknown,12.0
Klemetsrud IL,138,klemetsrud-idrettslag,Unknown,138.0
Klepp IL,260,klepp-idrettslag,Unknown,260.0
Klevshults SK,40,klevshults-sportklubb,Unknown,40.0
Klipper THC,102,klipper-thc-9fb90085,Unknown,102.0
Klips,424,klips-1,Unknown,424.0
Klitmøller IF,48,klitmoeller-if-45cd9576,Unknown,48.0
Kløfta IL Fotball,116,kloefta-idrettslag,Unknown,116.0
Klopp FC,55,lake-norman-high-school,England,55.0
Wataha Zielona Góra,14,klub-futbolu-amerykanskiego-wataha-sp-z-oo,Unknown,14.0
Klub Kildare,188,klub-kildare,Unknown,188.0
Klub Kosova,33,klub-kosova,Unknown,33.0
Klub Piłkarski Beskid Skoczów,23,klub-pikarski-beskid-skoczow,Unknown,23.0
Klub Piłkarski Błękitni Stargard,291,klub-pikarski-bekitni-stargard,Unknown,291.0
Klub Piłkarski GKS Tychy S.A,35,klub-pikarski-gks-tychy-sa,Unknown,35.0
Klub Piłkarski Gryf Tczew,26,klub-pikarski-gryf-tczew,Unknown,26.0
Mińsk Liga Mistrzów,595,klub-sportowy-akademia-parkour-wschod,Unknown,595.0
Futgol Warszawa,120,klub-sportowy-akademia-pikarska-futgol,Unknown,120.0
DRAGOONS FC,34,klub-sportowy-dragoons,England,34.0
Drukarz,304,klub-sportowy-drukarz,Unknown,304.0
Klub Sportowy Drukarz,53,klub-sportowy-drukarz-529e821e,Unknown,53.0
Veo,15039,klub-sportowy-futbolowa-liga-szostek,Unknown,15039.0
KLUB SPORTOWY KRASIEJÓW,42,klub-sportowy-krasiejow,Unknown,42.0
KLUB SPORTOWY ŁOMIANKI,33,bcg-dariusz-jasionek,Unknown,33.0
Klub Sportowy MOSiR Stal Zabrze,11,klub-sportowy-mosir-stal-zabrze,Unknown,11.0
Klub Sportowy Ursus,183,klub-sportowy-ursus-warszawa,Unknown,183.0
Kluczevia Stargard,52,kluczewia-stargard,Unknown,52.0
Kluisbergen Sportief,64,kluisbergen-sportief-df9f79dc,Unknown,64.0
Lutlommel VV,154,k-lutlommel-vv,Unknown,154.0
KMH Condors,14,cristo-rey-san-jose-jesuit-high-school,Unknown,14.0
K. Minderhout VV,20,minderhout-vv-7cbc8ee0,Unknown,20.0
DEINZE FC YOUTH ACADEMY VZW - VZW-21-00022,157,kmsk-deinze-jeugd,England,157.0
Kms Sports,24,kms-sports,Unknown,24.0
KM Torhout,19,km-torhout-23f8523b,Unknown,19.0
KM United FC,82,km-united-youth-football-club,England,82.0
Knappers,51,knaphill-fc-4,Unknown,51.0
Knaphill FC,24,knaphill-fc-34744642,England,24.0
Knaresborough Town,142,knaresborough-town-afc,England,142.0
Knarrbacken FC,36,knarrbacken-fc,England,36.0
Reynir Sandgerði,24,knattspyrnudeild-reynis,Unknown,24.0
Skallagrímur,61,solvi-g-gylfason,Unknown,61.0
ÍA,403,knattspyrnufelag-akranes,Unknown,403.0
KÁ,52,knattspyrnufelag-asvellir,Unknown,52.0
Knattspyrnufélag Austfjarða,56,kfa-8bcb5ba8,Unknown,56.0
Fram,449,fc-fram,Unknown,449.0
Knattspyrnufélagið Hafnir,25,knattspyrnufelagi-hafnir,Unknown,25.0
Haukar,197,knattspyrnufelagid-haukar,Unknown,197.0
Knattspyrnufelagid Haukar Veo3,24,knattspyrnufelagid-haukar-veo3,Unknown,24.0
KM Reykjavík,102,knattspyrnufelagi-mibaer,Unknown,102.0
KFK,41,knattspyrnufelag-kopavogs,Unknown,41.0
KFR,176,knattspyrnufelag-rangaeinga,Unknown,176.0
KR,12,knattspyrnufelag-reykjavikur-4,Unknown,12.0
Knattspyrnufélag Reykjavíkur,47,kr-5e68153b,Unknown,47.0
Richmond Knights,166,knghts-basketball-academy-cic,Unknown,166.0
Basketball,218,knight,Unknown,218.0
Knight Football Club,129,ocala-premier-soccer-big-sun,Unknown,129.0
Knights,91,knights,Unknown,91.0
Knights,296,knights-8f8e8dd7,Unknown,296.0
Knights Basketball Academy,76,knights-basketball-academy,Unknown,76.0
Knights Futbol Club,65,knights-futbol-club,Unknown,65.0
Knights LaCrosse,25,knights-lacrosse,Unknown,25.0
NY Hota Bavarian Soccer Club,76,ny-hota-bavarian-soccer-club,Unknown,76.0
AD Knights Basketball Academy,57,knights-sports-services-and-contracting-llc,Unknown,57.0
Knightswood 2011 FC,48,knightswood-2011-fc,England,48.0
Knightseood FC,56,knightseood-fc,England,56.0
Knightswood Football Club 2009s,108,knightswood-football-club-2009s,Unknown,108.0
Knightswood u20s Development Squad,34,macqueen-team-b1ac0a7c,Unknown,34.0
Knivsta ik dam,28,knivsta-ik-dam,Unknown,28.0
Knockbreda FC,43,knockbreda-fc-db911703,England,43.0
Knockbreda FC 2012,93,dungoyne-2012-colts-c94cec4f,England,93.0
Knockbride GAA,45,knockbride-gaa,Unknown,45.0
Knocklyon United,107,knocklyon-united,England,107.0
Knockmitten United,89,knockmitten-united-d5e45846,England,89.0
Knockmore,90,knockmore-gaa-ff552d20,Unknown,90.0
Knocknacarra FC,260,knocknacarra-fc-2,England,260.0
Knock GAA,58,knocknagoshel-gaa-club-2,Unknown,58.0
Knole Park Hockey Club,63,knole-park-hockey-club,Unknown,63.0
Mustangs,39,knottingley-mustangs-arfl,Unknown,39.0
KHS,172,swieqi-united,Unknown,172.0
Knowle Lions,89,knowle-fc,Unknown,89.0
Knowle Football Club,89,knowle-football-club-58c2222f,Unknown,89.0
Knowles Family,168,san-diego-surf-26786269,Unknown,168.0
Knowsley St Helens SFA,13,service-electrical-distributors,Unknown,13.0
Knox Grammar School,509,knox-grammar-school,Unknown,509.0
Knox Grammar School,184,knox-grammar-school-rugby,Unknown,184.0
Knox hockey club,34,knox-hockey-club,Unknown,34.0
Knox United Soccer club,140,knox-united-soccer-club-80a92090,England,140.0
Knoxville Ambassadors,74,knoxville-ambassadors,Unknown,74.0
KCHS Lady Irish,26,knoxville-catholic-high-school,Ireland,26.0
Knox Central Girls Soccer,81,knoxville-central-girls-soccer,Unknown,81.0
Knoxville Football Club,83,knoxville-football-club-1,Unknown,83.0
KN Sports Recordings,118,arkansas-gryphons-rugby-football-club,Unknown,118.0
KNUTSFORD ACADEMY,52,knutsford-academy,Unknown,52.0
KFK,83,koebenhavns-frisbee-klub,Unknown,83.0
KIES,164,koebenhavns-idraetsefterskole-ebeb9d75,Unknown,164.0
K-polo,351,koebenhavns-kajakpoloklub,Unknown,351.0
Københavns Skole & Idrætsakademi,10,koebenhavns-skole-idraetsakademi,Unknown,10.0
Kobras FC,23,kobras-fcs,England,23.0
Koch Boys,62,koch-boys-rugby,Unknown,62.0
Kochi Shogyo High School,17,kochi-shogyo-high-school,Unknown,17.0
Kode,42,kode,Unknown,42.0
KO|Football,72,kofootball-academy,Unknown,72.0
Koforidua Semper Fi Football Club,116,koforidua-semper-fi-football-club,Unknown,116.0
Køge BK,17,koege-bk-3,Unknown,17.0
Køge,11,koege-boldklub-10,Unknown,11.0
Køge boldklub,12,koege-boldklub-7,Unknown,12.0
Køge,13,koege-boldklub-11,Unknown,13.0
Køge Boldklub,786,koege-boldklub,Unknown,786.0
Køge BK,25,koege-boldklub-6,Unknown,25.0
Køge Håndbold,58,koege-haandbold,Unknown,58.0
Køge Nord FC,44,koege-nord-fc,England,44.0
Køge Nord FC,22,kogenordfc,England,22.0
KOGRA,70,kogra,Unknown,70.0
Püsivus,177,ando-meerbach,Unknown,177.0
Kohlscheider BC,66,kohlscheider-bc,Unknown,66.0
KoiPS C & B,59,koips-c-b,Unknown,59.0
Kokushikan High School,354,kokushikan-university,Unknown,354.0
Kolbotn,77,kolbotn-idrettslag-2,Unknown,77.0
Kolbotn IL,549,kolbotn-ii,Unknown,549.0
Kolbotn IL - J2010,40,kolbotn-il-j2010,Unknown,40.0
Kolbu KK,105,kolbu-kk-830c135e,Unknown,105.0
Koldby-hørdum IF,185,koldby-hoerdum-if,Unknown,185.0
Kolding IF,2365,kolding-if,Unknown,2365.0
Kolding IF - Årgang 2015,66,dalby-gf,Unknown,66.0
Kolejarz Chalupki,24,kolejarz-chalupki,Unknown,24.0
KPI,106,kolindperstrup-if,Unknown,106.0
Power,26,kolora-noorat-fnc,Unknown,26.0
Kazincbarcika,297,kolorcity-kazincbarcika-sc,Unknown,297.0
Kolping SC,396,kolping-soccer-club,Unknown,396.0
KOLSTAD FOTBALL,94,kolstad-fotball,Unknown,94.0
KHIF,92,kolthasselager-idraetsforening,Unknown,92.0
Kolvereid IL Fotball,42,kolvereid-idrettslag-fotball,Unknown,42.0
Japan,59,komaba,Unknown,59.0
Komatsuzaki Soccer,166,bethesda-soccer-club-10,Unknown,166.0
Komazawa University Senior High School,115,komazawa-university-senior-high-school,Unknown,115.0
Komeetat P13-14,32,comets-park-oy,Unknown,32.0
KOMETRIB,49,kometrib,Unknown,49.0
Komo FC,54,komo-fc-hartbreakers,England,54.0
KomWerkenBij.nl,24,carre-consulting,Unknown,24.0
Konasagar,140,konasagar,Unknown,140.0
Konate Tacko,188,konate-tacko,Unknown,188.0
Kong,81,kong,Unknown,81.0
Konger FC,172,konger-fc,England,172.0
Kongsberg IF,186,kongsberg-idrettsforening-2,Unknown,186.0
KIL,13,kongsvinger-79b31f51,Unknown,13.0
KIL,194,kongsvinger-fotball,Unknown,194.0
KIL,12,kongsvinger-il-4,Unknown,12.0
KIL,158,kongsvinger-il-toppfotball,Unknown,158.0
Sportwerk Ochtrup,108,konige-und-grafen-sportwerk-ochtrup,Unknown,108.0
JoKi-Print,41,konigsborner-sv,Unknown,41.0
KSV,71,konigsborner-sv-18801911-ev,Unknown,71.0
KBS,295,koninklijk-berchem-sport,Unknown,295.0
Diegem Sport,152,koninklijk-diegem-sport-d4f6bea0,Unknown,152.0
KBHB,10,koninklijke-belgische-handbal-bond,Unknown,10.0
K. Boorsem Sport VZW,18,koninklijke-boorsem-sport-vzw,Unknown,18.0
Koninklijke Eendracht Wervik,314,koninklijke-eendracht-wervik,Unknown,314.0
KFC Dessel Sport,308,koninklijke-football-club-dessel-sport,England,308.0
Eendracht Zele,27,koninklijke-football-club-eendracht-zele,Unknown,27.0
KFC EKSEL,80,koninklijke-football-club-eksel,England,80.0
KFC Heikant Zele,75,koninklijke-football-club-heikant-zele,England,75.0
KFC Herent,503,koninklijke-football-club-herent,England,503.0
KFC Lint,82,kfc-lint,England,82.0
Putte,43,koninklijke-football-club-putte,Unknown,43.0
KFC Sparta Petegem,106,koninklijke-football-club-sparta-petegem,England,106.0
Witgoor,24,koninklijke-football-club-witgoor-sport-227eb071,Unknown,24.0
KFC Witgoor sport,17,koninklijke-football-club-witgoor-sport-2bcb2bee,England,17.0
Witgoor Sport,22,koninklijke-football-club-witgoor-sport-07d3de40,Unknown,22.0
KFC Witgoor Sport,152,koninklijke-football-club-witgoor-sport,England,152.0
K. Hove Sport,33,koninklijke-hove-sport,Unknown,33.0
Ik Dien FC vzw,132,koninklijke-ik-dien-football-club,England,132.0
K. Lierse S.K,325,koninklijke-lierse-sportkring-508b64a9,Unknown,325.0
Lindelhoeven VV,137,koninklijke-lindelhoeven-vv,Unknown,137.0
K. Lyra-Lierse,201,koninklijke-lyra-lierse,Unknown,201.0
K Oelegem SK,29,koninklijke-oelegem-sport-kring,Unknown,29.0
Koninklijke OLVAC,42,koninklijke-olvac,Unknown,42.0
Racing Gent,90,koninklijke-racing-club-gent-2,Unknown,90.0
Racing Mechelen,124,koninklijke-racing-club-mechelen,Unknown,124.0
K. Sint-Job F.C.,470,koninklijke-sint-job-football-club,Unknown,470.0
STVV,19,koninklijke-sint-truidense-voetbal-vereniging,Unknown,19.0
KSC Blankenberge,300,koninklijke-sporting-club-blankenberge,Unknown,300.0
K ST Elen,40,koninklijke-standard-elen,Unknown,40.0
KV Kester Gooik,152,koninklijke-vereniging-kester-gooik,Unknown,152.0
Dosko Beveren,174,koninklijke-voetbalclub-dosko-beveren,Unknown,174.0
KV Kortrijk,441,koninklijke-voetbalclub-kortrijk,Unknown,441.0
KVK Wellen,172,koninklijke-voetbal-kring-wellen-vzw,Unknown,172.0
K Zandhoven SK,363,koninklijke-zandhovense-sport-kring,Unknown,363.0
KHOH,321,koninklijk-hoger-op-huizingen,Unknown,321.0
Racing Mechelen,15,koninklijk-racing-club-mechelen,Unknown,15.0
KRCM,60,willebroekse-sportvereniging,Unknown,60.0
Konnerud,117,konnerud-il-fotball,Unknown,117.0
FCM Garges,12,konte-mamadou,England,12.0
Konter Football Club,298,konter-football-club,Unknown,298.0
Kontich Wolves,133,kontich-wolves,Unknown,133.0
Konya,82,konyaspor-kif,Unknown,82.0
Konyaspor Spor Kulübü,41,konyaspor-spor-kulubu,Unknown,41.0
KFC,57,koogerfootballclub,England,57.0
Eesti Jalgpalli Liit,209,koolitusosakond,Unknown,209.0
Kootenay East Soccer Association,102,kootenay-east-soccer-association,Unknown,102.0
Kootenay South Youth Soccer Association,60,kootenay-south-youth-soccer-association-de671349,Unknown,60.0
Kooty Kougars,43,kootingal-and-district-football-club,Unknown,43.0
Kootingal Moonbi Roosters RLFC,37,kootingal-moonbi-roosters-rlfc,England,37.0
Köpenicker FC,50,kopenicker-fc,England,50.0
Kopervik Idrettslag,133,kopervik-idrettslag,Unknown,133.0
Köping FF,221,koping-ff,Unknown,221.0
KB65 FF,36,kopmanholmen-bjasta-ff,Unknown,36.0
KOPSE,70,korson-palloseura,Unknown,70.0
FOOTGENiX,68,koraddiction-sports-entertainment,Unknown,68.0
Footballers,175,ghamdiz,Unknown,175.0
KFC,111,korean-football-club,England,111.0
KSAA,33,korean-soccer-association-in-australia,Unknown,33.0
IJsselvogels,37,korfbal-vereniging-ijsselvogels,Unknown,37.0
KV Tjoba,96,korfbalvereniging-tjoba,Unknown,96.0
K.V. TOGO,168,korfbal-vereniging-tot-ons-genoegen-opgericht,Unknown,168.0
Vriendenschaar,72,korfbalvereniging-vriendenschaar,Unknown,72.0
Höttur karfa,73,korfuknattleiksdeild-hattar,Unknown,73.0
Kormákur Hvöt FC,18,kormakur-hvot,England,18.0
Korona Piaski,29,korona-piaski-9c25996b,Unknown,29.0
Korsnäs FF,146,korsnas-ff-rf,Unknown,146.0
Kif,241,korsnas-if,Unknown,241.0
Korsnäs IF,17,korsnas-if-fk,Unknown,17.0
Korsvoll,170,korsvoll-il,Unknown,170.0
Kosa,34,kosa,Unknown,34.0
KOSC,119,kosc-ootmarsum,Unknown,119.0
KOSC Wijgmaal,28,kosc-wijgmaal-7e1bbc6a,Unknown,28.0
Kosta IF,16,kosta-if,Unknown,16.0
Terzaxan,17,kostas-terzanidis,Unknown,17.0
Kostro Academy,25,jugendforderverein-kfasva,Unknown,25.0
Kounavas,10,kounavas-georgios,Unknown,10.0
KOUROGHLI Jamel,108,kouroghli-b3a6e1c8,Unknown,108.0
Kouvolan Jalkapallo,36,kouvolan-jalkapallo,Unknown,36.0
KJP T2009,49,kouvolan-jalkapallo-tytot-2009,Unknown,49.0
FC Peltirumpu,110,kouvolan-peltirumpu-ry,England,110.0
KCC,616,kowloon-cricket-club,Unknown,616.0
KP,103,xf-4c038e41,Unknown,103.0
KP 2009,32,kp-2009,Unknown,32.0
Patro Eisden MM,103,k-patro-eisden-mm,Unknown,103.0
Rayados,73,rayados-delaware,Unknown,73.0
KPV,160,kpvn-juniorit-ry,Unknown,160.0
KPV T2010,15,accon-suomi-oy,Unknown,15.0
KR,11,kr-3,Unknown,11.0
KR8TVE KTRL MDH,15,football-abd16ad3,Unknown,15.0
Kraal VEO2,223,kraal-veo2,Unknown,223.0
KR Academy,238,takasu-cosmos-fc,Unknown,238.0
Kråkerøy Idrettslag,42,kraakeroey-idrettslag,Unknown,42.0
KNBA,512,witold-mateuszuk,Unknown,512.0
Kramer Family,296,kramer-family-soccer-video-collection,Unknown,296.0
Kramfors Alliansen Fotboll,180,kramfors-alliansen,Unknown,180.0
K. Ramsel F.C.,59,k-ramsel-fc-69bbc773,Unknown,59.0
Kranos,23,kranos,Unknown,23.0
KR Basket,45,kr-basketball,Unknown,45.0
KRC Genk,134,krc-genk-6e3b58fc,Unknown,134.0
KRC Genk Ladies,81,krc-genk-ladies-98b095ff,Unknown,81.0
KRC Genk Ladies,20,krc-genk-ladies-a734e714,Unknown,20.0
KRC Harelbeke,102,krc-harelbeke,Unknown,102.0
KRC HARELBEKE,73,yves-vantieghem,Unknown,73.0
KRC Peer,52,krc-peer-6517ff61,Unknown,52.0
KREATIVE INTERACTION,101,npvworld,Unknown,101.0
SRVGG Maintaunus,23,kreisschiedsrichtervereinigung-maintaunus,Unknown,23.0
Krewe Rush 2012B Gold,17,krewe-cabe98b8,Unknown,17.0
KRFC VEO 3,23,krfc-veo-3,England,23.0
KR GROUP,110,kr-group,Unknown,110.0
Kris Barnes,42,kris-barnes,Unknown,42.0
Krisiloff,86,rad-alpine,Unknown,86.0
Krissa Agnew Fanclub,30,krissa-agnew-fanclub,Unknown,30.0
Kristianstads DFF,427,kristianstads-dff,Unknown,427.0
Kristiina Adekunle,22,kristiina-adekunle,Unknown,22.0
Varde if,12,kristine-pedersen,Unknown,12.0
KS,48,kriston-sports,Unknown,48.0
Flores Media,75,kristopher-flores,Unknown,75.0
Hamilton United Elite Soccer Club,136,kristy-cameron-silcox,England,136.0
LZS Pinsel-Peter,63,lzs-pinsel-peter-krobianka-krobia,Unknown,63.0
Krokeks IF,52,arens-kakel-och-klinker-ab,Unknown,52.0
KD55,31,krokomdvarsatts-if,Unknown,31.0
Kron,229,kron,Unknown,229.0
Kronängs IF,129,kronangs-if,Unknown,129.0
Krossfire FHC,20,krossfire-fhc,Unknown,20.0
Jefferson Academy/Broomfield,80,kates-team,Unknown,80.0
KRReykjavik1899,217,krreykjavik1899,Unknown,217.0
The Warriors,31,krsc-the-warriors,Unknown,31.0
KRSV Vredenburch,22,krsv-vredenburch,Unknown,22.0
Rupel Boom,149,k-rupel-boom-fc,Unknown,149.0
Krylbo IF,34,krylbo-if,Unknown,34.0
AWF Wrocław,10,krystian,Unknown,10.0
KS,149,kai-spencer,Unknown,149.0
Keith Shepardson,150,bfcar,Unknown,150.0
KSA,40,ksa,Unknown,40.0
KS AKADEMIA PIŁKARSKA ZŁOCIENIEC,13,ks-akademia-pikarska-zocieniec,Unknown,13.0
KSA U15,157,ksa-u-13,Unknown,157.0
KSAV Sint-Dimpna,31,ksav-sint-dimpna,Unknown,31.0
